POLICY,,DURATION,,,,AGE GROUP,,PRICING,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,
INSURER NAME,POLICY NAME,MINIMUM VALUE,UNIT,MAXIMUM VALUE,UNIT,AGE MINIMUM,AGE MAXIMUM,,REGION 1,,,REGION 2,,,REGION 3,,,REGION 4,,,REGION 5,
,,,,,,,,SINGLE,DUO,FAMILY,SINGLE,DUO,FAMILY,SINGLE,DUO,FAMILY,SINGLE,DUO,FAMILY,SINGLE,DUO,FAMILY
1Cover,Basic,25,Days,28,Days,60,69,161.9,323.8,323.8,144.1,288.2,288.2,110,220,220,87.1,174.2,174.2,,,
1Cover,Basic,29,Days,34,Days,60,69,184.6,369.2,369.2,169.6,339.2,339.2,127.6,255.2,255.2,92.2,184.4,184.4,,,
1Cover,Basic,35,Days,42,Days,60,69,251.7,503.4,503.4,208,416,416,175,350,350,129,258,258,,,
1Cover,Basic,43,Days,49,Days,60,69,262.7,525.4,525.4,228.4,456.8,456.8,192,384,384,140,280,280,,,
1Cover,Basic,50,Days,59,Days,60,69,286.1,572.2,572.2,243.3,486.6,486.6,211.6,423.2,423.2,158.2,316.4,316.4,,,
1Cover,Basic,60,Days,89,Days,60,69,344.6,689.2,689.2,280,560,560,251.7,503.4,503.4,183.5,367,367,,,
1Cover,Basic,90,Days,119,Days,60,69,425.8,851.6,851.6,356.1,712.2,712.2,294,588,588,217.6,435.2,435.2,,,
1Cover,Basic,120,Days,149,Days,60,69,464.7,929.4,929.4,417,834,834,333.4,666.8,666.8,250.3,500.6,500.6,,,
1Cover,Basic,150,Days,179,Days,60,69,543.1,1086.2,1086.2,440,880,880,390.6,781.2,781.2,285.8,571.6,571.6,,,
1Cover,Basic,180,Days,209,Days,60,69,718.7,1437.4,1437.4,560,1120,1120,537.6,1075.2,1075.2,394,788,788,,,
1Cover,Basic,210,Days,239,Days,60,69,740.8,1481.6,1481.6,613.3,1226.6,1226.6,566,1132,1132,419,838,838,,,
1Cover,Basic,240,Days,269,Days,60,69,787.5,1575,1575,671.7,1343.4,1343.4,589.4,1178.8,1178.8,437.7,875.4,875.4,,,
1Cover,Basic,270,Days,299,Days,60,69,888.7,1777.4,1777.4,736.6,1473.2,1473.2,647.6,1295.2,1295.2,514.5,1029,1029,,,
1Cover,Basic,300,Days,329,Days,60,69,927.7,1855.4,1855.4,770.4,1540.8,1540.8,683.3,1366.6,1366.6,537.8,1075.6,1075.6,,,
1Cover,Basic,330,Days,366,Days,60,69,951,1902,1902,811.3,1622.6,1622.6,706.7,1413.4,1413.4,577.5,1155,1155,,,
1Cover,Basic,1,Days,5,Days,70,74,98,196,196,89.3,178.6,178.6,71.5,143,143,55.7,111.4,111.4,,,
1Cover,Basic,6,Days,8,Days,70,74,98,196,196,94.1,188.2,188.2,80.9,161.8,161.8,59.7,119.4,119.4,,,
1Cover,Basic,9,Days,12,Days,70,74,106.2,212.4,212.4,100,200,200,89.3,178.6,178.6,66.8,133.6,133.6,,,
1Cover,Basic,13,Days,16,Days,70,74,125.4,250.8,250.8,110,220,220,100.4,200.8,200.8,75.9,151.8,151.8,,,
1Cover,Basic,17,Days,24,Days,70,74,151,302,302,135,270,270,127.8,255.6,255.6,91.5,183,183,,,
1Cover,Basic,25,Days,28,Days,70,74,220,440,440,198,396,396,161.9,323.8,323.8,125.4,250.8,250.8,,,
1Cover,Basic,29,Days,34,Days,70,74,225,450,450,222.6,445.2,445.2,174,348,348,138.4,276.8,276.8,,,
1Cover,Basic,35,Days,42,Days,70,74,341.6,683.2,683.2,300.7,601.4,601.4,272.4,544.8,544.8,174.4,348.8,348.8,,,
1Cover,Basic,43,Days,49,Days,70,74,341.6,683.2,683.2,321,642,642,285.4,570.8,570.8,200.1,400.2,400.2,,,
1Cover,Basic,50,Days,59,Days,70,74,375.9,751.8,751.8,342.1,684.2,684.2,325,650,650,221.2,442.4,442.4,,,
1Cover,Basic,60,Days,89,Days,70,74,450.1,900.2,900.2,380,760,760,355.3,710.6,710.6,274.6,549.2,549.2,,,
1Cover,Basic,90,Days,119,Days,70,74,577.9,1155.8,1155.8,461.4,922.8,922.8,437.5,875,875,339,678,678,,,
1Cover,Basic,120,Days,149,Days,70,74,748.1,1496.2,1496.2,541.8,1083.6,1083.6,512.1,1024.2,1024.2,398.5,797,797,,,
1Cover,Basic,150,Days,179,Days,70,74,864,1728,1728,642.3,1284.6,1284.6,562,1124,1124,457.2,914.4,914.4,,,
1Cover,Basic,180,Days,209,Days,70,74,1049.1,2098.2,2098.2,792.2,1584.4,1584.4,730.7,1461.4,1461.4,566.2,1132.4,1132.4,,,
1Cover,Basic,210,Days,239,Days,70,74,1115.7,2231.4,2231.4,869.2,1738.4,1738.4,775.6,1551.2,1551.2,638.6,1277.2,1277.2,,,
1Cover,Basic,240,Days,269,Days,70,74,1226.7,2453.4,2453.4,927.5,1855,1855,811.5,1623,1623,699.4,1398.8,1398.8,,,
1Cover,Basic,270,Days,299,Days,70,74,1353.3,2706.6,2706.6,1009.6,2019.2,2019.2,880.6,1761.2,1761.2,784.4,1568.8,1568.8,,,
1Cover,Basic,300,Days,329,Days,70,74,1405.8,2811.6,2811.6,1051.6,2103.2,2103.2,916.4,1832.8,1832.8,824.1,1648.2,1648.2,,,
1Cover,Basic,330,Days,366,Days,70,74,1464.2,2928.4,2928.4,1145.3,2290.6,2290.6,945.1,1890.2,1890.2,863.7,1727.4,1727.4,,,
1Cover,Ski Insurance Domestic,1,Days,5,Days,0,65,,,,,,,,,,,,,46,92,92
1Cover,Ski Insurance Domestic,6,Days,8,Days,0,65,,,,,,,,,,,,,58,116,116
1Cover,Ski Insurance Domestic,9,Days,12,Days,0,65,,,,,,,,,,,,,62.5,125,125
1Cover,Ski Insurance Domestic,13,Days,16,Days,0,65,,,,,,,,,,,,,69.5,139,139
1Cover,Ski Insurance Domestic,17,Days,24,Days,0,65,,,,,,,,,,,,,81,162,162
1Cover,Ski Insurance Domestic,25,Days,28,Days,0,65,,,,,,,,,,,,,85.5,171,171
1Cover,Ski Insurance Domestic,29,Days,34,Days,0,65,,,,,,,,,,,,,92.5,185,185
1Cover,Ski Insurance Domestic,35,Days,42,Days,0,65,,,,,,,,,,,,,104,208,208
1Cover,Ski Insurance Domestic,43,Days,49,Days,0,65,,,,,,,,,,,,,127,254,254
1Cover,Ski Insurance International,1,Days,5,Days,0,65,128.57,257.14,257.14,91.5,183,183,76.5,153,153,60,120,120,,,
1Cover,Ski Insurance International,6,Days,8,Days,0,65,144.29,288.58,288.58,102,204,204,90,180,180,64.5,129,129,,,
1Cover,Ski Insurance International,9,Days,12,Days,0,65,152.86,305.72,305.72,114.5,229,229,104,208,208,79.5,159,159,,,
1Cover,Ski Insurance International,13,Days,16,Days,0,65,177.14,354.28,354.28,135,270,270,116.5,233,233,87,174,174,,,
1Cover,Ski Insurance International,17,Days,24,Days,0,65,238.57,477.14,477.14,172.5,345,345,145.5,291,291,110.5,221,221,,,
1Cover,Ski Insurance International,25,Days,28,Days,0,65,278.57,557.14,557.14,200,400,400,172.5,345,345,125,250,250,,,
1Cover,Ski Insurance International,29,Days,34,Days,0,65,312.86,625.72,625.72,224.5,449,449,187,374,374,142,284,284,,,
1Cover,Ski Insurance International,35,Days,42,Days,0,65,354.29,708.58,708.58,268,536,536,235,470,470,168.5,337,337,,,
1Cover,Ski Insurance International,43,Days,49,Days,0,65,388.57,777.14,777.14,301.5,603,603,268,536,536,197.5,395,395,,,
1Cover,Ski Insurance International,50,Days,59,Days,0,65,471.43,942.86,942.86,340.5,681,681,312,624,624,210,420,420,,,
1Cover,Ski Insurance International,60,Days,89,Days,0,65,625.71,1251.42,1251.42,418,836,836,391,782,782,287,574,574,,,
1Cover,Ski Insurance International,90,Days,119,Days,0,65,737.14,1474.28,1474.28,512,1024,1024,461.5,923,923,343,686,686,,,
1Cover,Ski Insurance International,120,Days,149,Days,0,65,817.14,1634.28,1634.28,561,1122,1122,527.5,1055,1055,395,790,790,,,
1Cover,Ski Insurance International,150,Days,179,Days,0,65,900,1800,1800,634,1268,1268,596.5,1193,1193,437,874,874,,,
1Cover,Ski Insurance International,180,Days,209,Days,0,65,984.29,1968.58,1968.58,742.5,1485,1485,686,1372,1372,524,1048,1048,,,
1Cover,Ski Insurance International,210,Days,239,Days,0,65,1072.8,2145.6,2145.6,823.5,1647,1647,734,1468,1468,586.5,1173,1173,,,
1Cover,Ski Insurance International,240,Days,269,Days,0,65,1178.6,2357.2,2357.2,894,1788,1788,825.5,1651,1651,619.5,1239,1239,,,
1Cover,Ski Insurance International,270,Days,299,Days,0,65,1304.3,2608.6,2608.6,975,1950,1950,900.5,1801,1801,704.5,1409,1409,,,
1Cover,Ski Insurance International,300,Days,329,Days,0,65,1418.6,2837.2,2837.2,1016.5,2033,2033,952.5,1905,1905,752.5,1505,1505,,,
1Cover,Ski Insurance International,330,Days,366,Days,0,65,1631.4,3262.8,3262.8,1073,2146,2146,998,1996,1996,792,1584,1584,,,
1Cover,AMT Worldwide All destinations (inc Japan USA Canada),1,Days,365,Days,0,59,359,499,499,,,,,,,,,,,,
1Cover,AMT Europe and Asia (ex Japan) and Pacific Islands,1,Days,365,Days,0,59,339,419,419,,,,,,,,,,,,
1Cover,AMT Australia,1,Days,365,Days,0,59,199,359,359,,,,,,,,,,,,
