POLICY,,DURATION (DAYS),,,,AGE GROUP,,PRICING (2 DECIMAL PLACES MAXIMUM),,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,
INSURER NAME,POLICY NAME,MINIMUM VALUE,UNIT,MAXIMUM VALUE,UNIT,AGE MINIMUM,AGE MAXIMUM,,REGION 1,,,REGION 2,,,REGION 3,,,REGION 4,
Kango Cover,Eastern Grey,18,days,24,days,60,64,177,336.3,336.3,134,254.6,254.6,95,180.5,180.5,129,245.1,245.1
Kango Cover,Eastern Grey,25,days,31,days,60,64,225,427.5,427.5,170,323,323,109,207.1,207.1,162,307.8,307.8
Kango Cover,Eastern Grey,32,days,35,days,60,64,259,492.1,492.1,186,353.4,353.4,127,241.3,241.3,179,340.1,340.1
Kango Cover,Eastern Grey,36,days,45,days,60,64,315,598.5,598.5,219,416.1,416.1,149,283.1,283.1,215,408.5,408.5
Kango Cover,Eastern Grey,46,days,62,days,60,64,385,731.5,731.5,272,516.8,516.8,187,355.3,355.3,259,492.1,492.1
Kango Cover,Eastern Grey,63,days,92,days,60,64,505,959.5,959.5,351,666.9,666.9,260,494,494,333,632.7,632.7
Kango Cover,Eastern Grey,93,days,123,days,60,64,597,1134.3,1134.3,407,773.3,773.3,299,568.1,568.1,385,731.5,731.5
Kango Cover,Eastern Grey,124,days,153,days,60,64,693,1316.7,1316.7,473,898.7,898.7,347,659.3,659.3,453,860.7,860.7
Kango Cover,Eastern Grey,154,days,185,days,60,64,807,1533.3,1533.3,549,1043.1,1043.1,399,758.1,758.1,519,986.1,986.1
Kango Cover,Eastern Grey,186,days,216,days,60,64,919,1746.1,1746.1,615,1168.5,1168.5,461,875.9,875.9,587,1115.3,1115.3
Kango Cover,Eastern Grey,217,days,245,days,60,64,1009,1917.1,1917.1,675,1282.5,1282.5,525,997.5,997.5,647,1229.3,1229.3
Kango Cover,Eastern Grey,246,days,276,days,60,64,1109,2107.1,2107.1,739,1404.1,1404.1,587,1115.3,1115.3,721,1369.9,1369.9
Kango Cover,Eastern Grey,277,days,306,days,60,64,1185,2251.5,2251.5,801,1521.9,1521.9,649,1233.1,1233.1,785,1491.5,1491.5
Kango Cover,Eastern Grey,307,days,337,days,60,64,1281,2433.9,2433.9,858,1630.2,1630.2,713,1354.7,1354.7,837,1590.3,1590.3
Kango Cover,Eastern Grey,338,days,366,days,60,64,1345,2555.5,2555.5,899,1708.1,1708.1,777,1476.3,1476.3,867,1647.3,1647.3
Kango Cover,Wallaby,1,days,4,days,0,45,47,89.3,89.3,39,74.1,74.1,26,49.4,49.4,34,64.6,64.6
Kango Cover,Wallaby,5,days,8,days,0,45,65,123.5,123.5,50,95,95,35,66.5,66.5,49,93.1,93.1
Kango Cover,Wallaby,9,days,12,days,0,45,75,142.5,142.5,59,112.1,112.1,41,77.9,77.9,57,108.3,108.3
Kango Cover,Wallaby,13,days,17,days,0,45,89,169.1,169.1,67,127.3,127.3,45,85.5,85.5,63,119.7,119.7
Kango Cover,Wallaby,18,days,24,days,0,45,105,199.5,199.5,85,161.5,161.5,59,112.1,112.1,78,148.2,148.2
Kango Cover,Wallaby,25,days,31,days,0,45,135,256.5,256.5,99,188.1,188.1,67,127.3,127.3,97,184.3,184.3
Kango Cover,Wallaby,32,days,35,days,0,45,151,286.9,286.9,109,207.1,207.1,75,142.5,142.5,107,203.3,203.3
Kango Cover,Wallaby,36,days,45,days,0,45,183,347.7,347.7,127,241.3,241.3,89,169.1,169.1,125,237.5,237.5
Kango Cover,Wallaby,46,days,62,days,0,45,225,427.5,427.5,159,302.1,302.1,109,207.1,207.1,159,302.1,302.1
Kango Cover,Wallaby,63,days,92,days,0,45,295,560.5,560.5,203,385.7,385.7,149,283.1,283.1,199,378.1,378.1
Kango Cover,Wallaby,93,days,123,days,0,45,349,663.1,663.1,238,452.2,452.2,171,324.9,324.9,235,446.5,446.5
Kango Cover,Wallaby,124,days,153,days,0,45,403,765.7,765.7,273,518.7,518.7,197,374.3,374.3,269,511.1,511.1
Kango Cover,Wallaby,154,days,185,days,0,45,471,894.9,894.9,313,594.7,594.7,225,427.5,427.5,309,587.1,587.1
Kango Cover,Wallaby,186,days,216,days,0,45,535,1016.5,1016.5,351,666.9,666.9,261,495.9,495.9,347,659.3,659.3
Kango Cover,Wallaby,217,days,245,days,0,45,585,1111.5,1111.5,389,739.1,739.1,297,564.3,564.3,381,723.9,723.9
Kango Cover,Wallaby,246,days,276,days,0,45,645,1225.5,1225.5,429,815.1,815.1,333,632.7,632.7,419,796.1,796.1
Kango Cover,Wallaby,277,days,306,days,0,45,695,1320.5,1320.5,469,891.1,891.1,369,701.1,701.1,455,864.5,864.5
Kango Cover,Wallaby,307,days,337,days,0,45,755,1434.5,1434.5,499,948.1,948.1,407,773.3,773.3,489,929.1,929.1
Kango Cover,Wallaby,338,days,366,days,0,45,795,1510.5,1510.5,521,989.9,989.9,443,841.7,841.7,509,967.1,967.1
Kango Cover,Wallaby,367,days,390,days,0,45,845,1605.5,1605.5,553,1050.7,1050.7,,,,539,1024.1,1024.1
Kango Cover,Wallaby,391,days,420,days,0,45,915,1738.5,1738.5,591,1122.9,1122.9,,,,579,1100.1,1100.1
Kango Cover,Wallaby,421,days,450,days,0,45,975,1852.5,1852.5,637,1210.3,1210.3,,,,619,1176.1,1176.1
Kango Cover,Wallaby,451,days,480,days,0,45,1035,1966.5,1966.5,675,1282.5,1282.5,,,,659,1252.1,1252.1
Kango Cover,Wallaby,481,days,510,days,0,45,1095,2080.5,2080.5,721,1369.9,1369.9,,,,699,1328.1,1328.1
Kango Cover,Wallaby,511,days,540,days,0,45,1155,2194.5,2194.5,769,1461.1,1461.1,,,,739,1404.1,1404.1
Kango Cover,Rock Wallaby,1,days,4,days,0,45,42,79.8,79.8,35,66.5,66.5,23,43.7,43.7,33,62.7,62.7
Kango Cover,Rock Wallaby,5,days,8,days,0,45,57,108.3,108.3,43,81.7,81.7,29.8,56.62,56.62,42,79.8,79.8
Kango Cover,Rock Wallaby,9,days,12,days,0,45,67,127.3,127.3,53,100.7,100.7,35,66.5,66.5,49.9,94.81,94.81
Kango Cover,Rock Wallaby,13,days,17,days,0,45,79,150.1,150.1,59,112.1,112.1,39,74.1,74.1,57,108.3,108.3
Kango Cover,Rock Wallaby,18,days,24,days,0,45,97,184.3,184.3,77,146.3,146.3,53,100.7,100.7,71,134.9,134.9
Kango Cover,Rock Wallaby,25,days,31,days,0,45,117,222.3,222.3,93,176.7,176.7,59,112.1,112.1,88,167.2,167.2
Kango Cover,Rock Wallaby,32,days,35,days,0,45,132,250.8,250.8,99,188.1,188.1,67,127.3,127.3,97,184.3,184.3
Kango Cover,Rock Wallaby,36,days,45,days,0,45,163,309.7,309.7,119,226.1,226.1,79.6,151.24,151.24,115,218.5,218.5
Kango Cover,Rock Wallaby,46,days,62,days,0,45,198,376.2,376.2,148,281.2,281.2,98,186.2,186.2,146,277.4,277.4
Kango Cover,Rock Wallaby,63,days,92,days,0,45,257,488.3,488.3,181,343.9,343.9,129,245.1,245.1,179.9,341.81,341.81
Kango Cover,Rock Wallaby,93,days,123,days,0,45,309,587.1,587.1,215,408.5,408.5,149,283.1,283.1,211,400.9,400.9
Kango Cover,Rock Wallaby,124,days,153,days,0,45,354,672.6,672.6,247,469.3,469.3,169.9,322.81,322.81,241.9,459.61,459.61
Kango Cover,Rock Wallaby,154,days,185,days,0,45,423,803.7,803.7,279,530.1,530.1,191.9,364.61,364.61,273.9,520.41,520.41
Kango Cover,Rock Wallaby,186,days,216,days,0,45,475,902.5,902.5,309,587.1,587.1,223,423.7,423.7,303,575.7,575.7
Kango Cover,Rock Wallaby,217,days,245,days,0,45,525,997.5,997.5,341,647.9,647.9,253,480.7,480.7,331,628.9,628.9
Kango Cover,Rock Wallaby,246,days,276,days,0,45,569,1081.1,1081.1,373,708.7,708.7,285,541.5,541.5,365,693.5,693.5
Kango Cover,Rock Wallaby,277,days,306,days,0,45,623,1183.7,1183.7,405,769.5,769.5,319,606.1,606.1,396,752.4,752.4
Kango Cover,Rock Wallaby,307,days,337,days,0,45,695,1320.5,1320.5,437,830.3,830.3,353,670.7,670.7,428,813.2,813.2
Kango Cover,Rock Wallaby,338,days,366,days,0,45,721,1369.9,1369.9,469,891.1,891.1,393,746.7,746.7,457,868.3,868.3
Kango Cover,Rock Wallaby,367,days,390,days,0,45,749,1423.1,1423.1,509,967.1,967.1,,,,492,934.8,934.8
Kango Cover,Rock Wallaby,391,days,420,days,0,45,799,1518.1,1518.1,549,1043.1,1043.1,,,,527,1001.3,1001.3
Kango Cover,Rock Wallaby,421,days,450,days,0,45,849,1613.1,1613.1,589,1119.1,1119.1,,,,562,1067.8,1067.8
Kango Cover,Rock Wallaby,451,days,480,days,0,45,899,1708.1,1708.1,629,1195.1,1195.1,,,,597,1134.3,1134.3
Kango Cover,Rock Wallaby,481,days,510,days,0,45,953,1810.7,1810.7,669,1271.1,1271.1,,,,632,1200.8,1200.8
Kango Cover,Rock Wallaby,511,days,540,days,0,45,1009,1917.1,1917.1,709,1347.1,1347.1,,,,667,1267.3,1267.3
Kango Cover,Joey,1,days,4,days,0,59,40,76,76,33,62.7,62.7,20.9,39.71,39.71,31,58.9,58.9
Kango Cover,Joey,5,days,8,days,0,59,42,79.8,79.8,35,66.5,66.5,22,41.8,41.8,32,60.8,60.8
Kango Cover,Joey,9,days,12,days,0,59,45.5,86.45,86.45,39.9,75.81,75.81,24.6,46.74,46.74,36.5,69.35,69.35
Kango Cover,Joey,13,days,17,days,0,59,55.3,105.07,105.07,44.9,85.31,85.31,27.8,52.82,52.82,40,76,76
Kango Cover,Joey,18,days,24,days,0,59,69.7,132.43,132.43,54.3,103.17,103.17,33.7,64.03,64.03,48.5,92.15,92.15
Kango Cover,Joey,25,days,31,days,0,59,88,167.2,167.2,69.5,132.05,132.05,40.9,77.71,77.71,61,115.9,115.9
Kango Cover,Joey,32,days,35,days,0,59,97,184.3,184.3,76.3,144.97,144.97,48,91.2,91.2,69.9,132.81,132.81
Kango Cover,Joey,36,days,45,days,0,59,115,218.5,218.5,89.9,170.81,170.81,57.5,109.25,109.25,82.2,156.18,156.18
Kango Cover,Joey,46,days,62,days,0,59,140,266,266,110.5,209.95,209.95,71,134.9,134.9,103,195.7,195.7
Kango Cover,Joey,63,days,92,days,0,59,185,351.5,351.5,141.9,269.61,269.61,95,180.5,180.5,130,247,247
Kango Cover,Joey,93,days,123,days,0,59,219.8,417.62,417.62,169,321.1,321.1,120,228,228,165,313.5,313.5
Kango Cover,Joey,124,days,153,days,0,59,260,494,494,199.8,379.62,379.62,135,256.5,256.5,189,359.1,359.1
Kango Cover,Joey,154,days,185,days,0,59,298,566.2,566.2,229,435.1,435.1,155,294.5,294.5,219,416.1,416.1
Kango Cover,Joey,186,days,216,days,0,59,335,636.5,636.5,260,494,494,180,342,342,249,473.1,473.1
Kango Cover,Joey,217,days,245,days,0,59,369,701.1,701.1,291,552.9,552.9,200,380,380,274,520.6,520.6
Kango Cover,Joey,246,days,276,days,0,59,402,763.8,763.8,318,604.2,604.2,226,429.4,429.4,299,568.1,568.1
Kango Cover,Joey,277,days,306,days,0,59,439,834.1,834.1,345,655.5,655.5,250,475,475,325,617.5,617.5
Kango Cover,Joey,307,days,337,days,0,59,475,902.5,902.5,375,712.5,712.5,275,522.5,522.5,349,663.1,663.1
Kango Cover,Joey,338,days,366,days,0,59,499,948.1,948.1,395,750.5,750.5,298.5,567.15,567.15,363,689.7,689.7
Kango Cover,Joey,367,days,390,days,0,59,539,1024.1,1024.1,410,779,779,,,,385,731.5,731.5
Kango Cover,Joey,391,days,420,days,0,59,579,1100.1,1100.1,425,807.5,807.5,,,,415,788.5,788.5
Kango Cover,Joey,421,days,450,days,0,59,619,1176.1,1176.1,449,853.1,853.1,,,,445,845.5,845.5
Kango Cover,Joey,451,days,480,days,0,59,649,1233.1,1233.1,481,913.9,913.9,,,,475,902.5,902.5
Kango Cover,Joey,481,days,510,days,0,59,689,1309.1,1309.1,511,970.9,970.9,,,,505,959.5,959.5
Kango Cover,Joey,511,days,540,days,0,59,729,1385.1,1385.1,541,1027.9,1027.9,,,,535,1016.5,1016.5
Kango Cover,Joey,1,days,4,days,60,64,49,93.1,93.1,38.4,72.96,72.96,23.7,45.03,45.03,36.3,68.97,68.97
Kango Cover,Joey,5,days,8,days,60,64,49,93.1,93.1,38.4,72.96,72.96,25,47.5,47.5,36.3,68.97,68.97
Kango Cover,Joey,9,days,12,days,60,64,55,104.5,104.5,43,81.7,81.7,27.8,52.82,52.82,42.4,80.56,80.56
Kango Cover,Joey,13,days,17,days,60,64,66,125.4,125.4,49,93.1,93.1,31.5,59.85,59.85,46.7,88.73,88.73
Kango Cover,Joey,18,days,24,days,60,64,79,150.1,150.1,62,117.8,117.8,39,74.1,74.1,57,108.3,108.3
Kango Cover,Joey,25,days,31,days,60,64,99.7,189.43,189.43,78.7,149.53,149.53,46.3,87.97,87.97,72,136.8,136.8
Kango Cover,Joey,32,days,35,days,60,64,113,214.7,214.7,86.4,164.16,164.16,54.3,103.17,103.17,79.2,150.48,150.48
Kango Cover,Joey,36,days,45,days,60,64,139,264.1,264.1,101,191.9,191.9,65.1,123.69,123.69,94,178.6,178.6
Kango Cover,Joey,46,days,62,days,60,64,171,324.9,324.9,125.2,237.88,237.88,80.4,152.76,152.76,119,226.1,226.1
Kango Cover,Joey,63,days,92,days,60,64,225,427.5,427.5,160.8,305.52,305.52,107.7,204.63,204.63,155,294.5,294.5
Kango Cover,Joey,93,days,123,days,60,64,264,501.6,501.6,191.5,363.85,363.85,136,258.4,258.4,185,351.5,351.5
Kango Cover,Joey,124,days,153,days,60,64,315,598.5,598.5,226.4,430.16,430.16,153,290.7,290.7,214.2,406.98,406.98
Kango Cover,Joey,154,days,185,days,60,64,355,674.5,674.5,259.5,493.05,493.05,175.7,333.83,333.83,240.9,457.71,457.71
Kango Cover,Joey,186,days,216,days,60,64,399,758.1,758.1,294.6,559.74,559.74,203.9,387.41,387.41,273.9,520.41,520.41
Kango Cover,Joey,217,days,245,days,60,64,435,826.5,826.5,329.7,626.43,626.43,226.6,430.54,430.54,301.4,572.66,572.66
Kango Cover,Joey,246,days,276,days,60,64,479,910.1,910.1,360.3,684.57,684.57,256.1,486.59,486.59,328.9,624.91,624.91
Kango Cover,Joey,277,days,306,days,60,64,513,974.7,974.7,390.9,742.71,742.71,283.3,538.27,538.27,357.5,679.25,679.25
Kango Cover,Joey,307,days,337,days,60,64,557,1058.3,1058.3,429.4,815.86,815.86,311.6,592.04,592.04,383.9,729.41,729.41
Kango Cover,Joey,338,days,366,days,60,64,591,1122.9,1122.9,449.8,854.62,854.62,338.3,642.77,642.77,399.3,758.67,758.67
Kango Cover,Joey,367,days,390,days,60,64,635,1206.5,1206.5,464.5,882.55,882.55,,,,423.5,804.65,804.65
Kango Cover,Joey,391,days,420,days,60,64,679,1290.1,1290.1,481.5,914.85,914.85,,,,456.5,867.35,867.35
Kango Cover,Joey,421,days,450,days,60,64,723,1373.7,1373.7,508.7,966.53,966.53,,,,489.5,930.05,930.05
Kango Cover,Joey,451,days,480,days,60,64,769,1461.1,1461.1,545,1035.5,1035.5,,,,522.5,992.75,992.75
Kango Cover,Joey,481,days,510,days,60,64,817,1552.3,1552.3,579,1100.1,1100.1,,,,555.5,1055.45,1055.45
Kango Cover,Joey,511,days,540,days,60,64,867,1647.3,1647.3,613,1164.7,1164.7,,,,588.5,1118.15,1118.15
Kango Cover,Annual Multi-Trip 35,1,days,366,days,0,59,275,522.5,522.5,245,465.5,465.5,,,,,,
Kango Cover,Annual Multi-Trip 35,1,days,366,days,60,69,350,665,665,265,503.5,503.5,,,,,,
Kango Cover,Annual Multi-Trip 60,1,days,366,days,0,59,375,712.5,712.5,295,560.5,560.5,,,,,,
Kango Cover,Annual Multi-Trip 60,1,days,366,days,60,69,450,855,855,379,720,720,,,,,,
Kango Cover,Annual Multi-Trip 35 (Wintersports),1,days,366,days,0,59,355,674.5,674.5,295,560.5,560.5,,,,,,
Kango Cover,Annual Multi-Trip 35 (Wintersports),1,days,366,days,60,69,525,997.5,997.5,399,758,758,,,,,,
Kango Cover,Annual Multi-Trip 60 (Wintersports),1,days,366,days,0,59,525,997.5,997.5,475,902.5,902.5,,,,,,
Kango Cover,Annual Multi-Trip 60 (Wintersports),1,days,366,days,60,69,785,1491.5,1491.5,659,1252,1252,,,,,,
Kango Cover,AMT Eurasia/Africa Only (35 days),1,days,366,days,0,59,245.00,465.50,465.50,,,,,,,,,
Kango Cover,AMT Eurasia/Africa Only (35 days),1,days,366,days,60,69,265.00,503.50,503.50,,,,,,,,,
Kango Cover,AMT Eurasia/Africa Only (60 days),1,days,366,days,0,59,295.00,560.50,560.50,,,,,,,,,
Kango Cover,AMT Eurasia/Africa Only (60 days),1,days,366,days,60,69,379.00,720.00,720.00,,,,,,,,,
Kango Cover,AMT Eurasia/Africa Only Wintersports (35 days),1,days,366,days,0,59,295.00,560.50,560.50,,,,,,,,,
Kango Cover,AMT Eurasia/Africa Only Wintersports (35 days),1,days,366,days,60,69,399.00,758.00,758.00,,,,,,,,,
Kango Cover,AMT Eurasia/Africa Only Wintersports (60 days),1,days,366,days,0,59,475.00,902.50,902.50,,,,,,,,,
Kango Cover,AMT Eurasia/Africa Only Wintersports (60 days),1,days,366,days,60,69,659.00,1252.00,1252.00,,,,,,,,,
