POLICY,,DURATION,,,,AGE GROUP,,PRICING,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,
INSURER NAME,POLICY NAME,MINIMUM VALUE,UNIT,MAXIMUM VALUE,UNIT,AGE MINIMUM,AGE MAXIMUM,,REGION 1,,,REGION 2,,,REGION 3,,,REGION 4,,,REGION 5,,,REGION 6,,,REGION 7,
,,,,,,,,SINGLE,DUO,FAMILY,SINGLE,DUO,FAMILY,SINGLE,DUO,FAMILY,SINGLE,DUO,FAMILY,SINGLE,DUO,FAMILY,SINGLE,DUO,FAMILY,SINGLE,DUO,FAMILY
Virgin Money,Comprehensive,55,Days,55,Days,65,69,335.13,670.26,670.26,290.38,580.76,580.76,273.07,546.14,546.14,235.84,471.68,471.68,211.08,422.16,422.16,,,,,,
Virgin Money,Comprehensive,56,Days,56,Days,65,69,338.74,677.48,677.48,292.72,585.44,585.44,276.74,553.48,553.48,239.58,479.16,479.16,214.58,429.16,429.16,,,,,,
Virgin Money,Comprehensive,57,Days,57,Days,65,69,343.54,687.08,687.08,296.21,592.42,592.42,279.19,558.38,558.38,243.32,486.64,486.64,216.91,433.82,433.82,,,,,,
Virgin Money,Comprehensive,58,Days,58,Days,65,69,347.15,694.3,694.3,300.88,601.76,601.76,282.86,565.72,565.72,244.58,489.16,489.16,219.25,438.5,438.5,,,,,,
Virgin Money,Comprehensive,59,Days,59,Days,65,69,348.34,696.68,696.68,302.05,604.1,604.1,284.08,568.16,568.16,245.82,491.64,491.64,220.41,440.82,440.82,,,,,,
Virgin Money,Comprehensive,60,Days,62,Days,65,69,353.15,706.3,706.3,304.38,608.76,608.76,288.98,577.96,577.96,249.57,499.14,499.14,223.91,447.82,447.82,,,,,,
Virgin Money,Comprehensive,63,Days,92,Days,65,69,460.05,920.1,920.1,396.51,793.02,793.02,374.7,749.4,749.4,324.44,648.88,648.88,290.38,580.76,580.76,,,,,,
Virgin Money,Comprehensive,93,Days,123,Days,65,69,544.14,1088.28,1088.28,469.98,939.96,939.96,443.27,886.54,886.54,384.34,768.68,768.68,342.86,685.72,685.72,,,,,,
Virgin Money,Comprehensive,124,Days,153,Days,65,69,633.02,1266.04,1266.04,546.95,1093.9,1093.9,516.74,1033.48,1033.48,447.97,895.94,895.94,400.01,800.02,800.02,,,,,,
Virgin Money,Comprehensive,154,Days,184,Days,65,69,712.3,1424.6,1424.6,615.75,1231.5,1231.5,581.64,1163.28,1163.28,502.88,1005.76,1005.76,450.15,900.3,900.3,,,,,,
Virgin Money,Comprehensive,185,Days,215,Days,65,69,820.41,1640.82,1640.82,707.88,1415.76,1415.76,669.81,1339.62,1339.62,580.24,1160.48,1160.48,518.96,1037.92,1037.92,,,,,,
Virgin Money,Comprehensive,216,Days,245,Days,65,69,906.89,1813.78,1813.78,782.52,1565.04,1565.04,738.38,1476.76,1476.76,640.14,1280.28,1280.28,572.6,1145.2,1145.2,,,,,,
Virgin Money,Comprehensive,246,Days,276,Days,65,69,992.18,1984.36,1984.36,857.16,1714.32,1714.32,809.4,1618.8,1618.8,701.28,1402.56,1402.56,627.42,1254.84,1254.84,,,,,,
Virgin Money,Comprehensive,277,Days,306,Days,65,69,1073.86,2147.72,2147.72,927.13,1854.26,1854.26,875.52,1751.04,1751.04,757.43,1514.86,1514.86,678.73,1357.46,1357.46,,,,,,
Virgin Money,Comprehensive,307,Days,337,Days,65,69,1166.35,2332.7,2332.7,1007.6,2015.2,2015.2,950.22,1900.44,1900.44,824.82,1649.64,1649.64,737.04,1474.08,1474.08,,,,,,
Virgin Money,Comprehensive,338,Days,365,Days,65,69,1227.62,2455.24,2455.24,1060.08,2120.16,2120.16,1000.42,2000.84,2000.84,867.24,1734.48,1734.48,774.36,1548.72,1548.72,,,,,,
Virgin Money,Comprehensive,1,Days,3,Days,70,74,134.24,268.48,268.48,117.72,235.44,235.44,110.36,220.72,220.72,95.97,191.94,191.94,85.49,170.98,170.98,,,,,,
Virgin Money,Comprehensive,4,Days,4,Days,70,74,137.13,274.26,274.26,119.12,238.24,238.24,111.83,223.66,223.66,97.47,194.94,194.94,86.89,173.78,173.78,,,,,,
Virgin Money,Comprehensive,5,Days,5,Days,70,74,141.45,282.9,282.9,120.52,241.04,241.04,114.78,229.56,229.56,100.47,200.94,200.94,89.69,179.38,179.38,,,,,,
Virgin Money,Comprehensive,6,Days,6,Days,70,74,173.22,346.44,346.44,149.95,299.9,299.9,141.26,282.52,282.52,122.96,245.92,245.92,109.31,218.62,218.62,,,,,,
Virgin Money,Comprehensive,7,Days,7,Days,70,74,177.55,355.1,355.1,152.75,305.5,305.5,145.68,291.36,291.36,124.46,248.92,248.92,110.71,221.42,221.42,,,,,,
Virgin Money,Comprehensive,8,Days,8,Days,70,74,180.43,360.86,360.86,154.15,308.3,308.3,147.15,294.3,294.3,125.96,251.92,251.92,113.51,227.02,227.02,,,,,,
Virgin Money,Comprehensive,9,Days,9,Days,70,74,181.88,363.76,363.76,156.96,313.92,313.92,148.62,297.24,297.24,128.96,257.92,257.92,114.91,229.82,229.82,,,,,,
Virgin Money,Comprehensive,10,Days,10,Days,70,74,186.2,372.4,372.4,161.16,322.32,322.32,151.56,303.12,303.12,130.46,260.92,260.92,117.72,235.44,235.44,,,,,,
Virgin Money,Comprehensive,11,Days,11,Days,70,74,191.98,383.96,383.96,165.37,330.74,330.74,155.98,311.96,311.96,134.96,269.92,269.92,120.52,241.04,241.04,,,,,,
Virgin Money,Comprehensive,12,Days,12,Days,70,74,197.75,395.5,395.5,169.57,339.14,339.14,161.87,323.74,323.74,139.45,278.9,278.9,124.72,249.44,249.44,,,,,,
Virgin Money,Comprehensive,13,Days,13,Days,70,74,199.19,398.38,398.38,172.37,344.74,344.74,161.87,323.74,323.74,142.45,284.9,284.9,126.13,252.26,252.26,,,,,,
Virgin Money,Comprehensive,14,Days,14,Days,70,74,203.53,407.06,407.06,176.58,353.16,353.16,166.28,332.56,332.56,143.95,287.9,287.9,128.93,257.86,257.86,,,,,,
Virgin Money,Comprehensive,15,Days,15,Days,70,74,212.19,424.38,424.38,184.98,369.96,369.96,173.64,347.28,347.28,151.45,302.9,302.9,134.53,269.06,269.06,,,,,,
Virgin Money,Comprehensive,16,Days,16,Days,70,74,217.96,435.92,435.92,187.79,375.58,375.58,178.05,356.1,356.1,154.45,308.9,308.9,138.74,277.48,277.48,,,,,,
Virgin Money,Comprehensive,17,Days,17,Days,70,74,232.4,464.8,464.8,200.4,400.8,400.8,189.82,379.64,379.64,164.94,329.88,329.88,145.75,291.5,291.5,,,,,,
Virgin Money,Comprehensive,18,Days,18,Days,70,74,238.17,476.34,476.34,206.01,412.02,412.02,195.71,391.42,391.42,169.44,338.88,338.88,149.95,299.9,299.9,,,,,,
Virgin Money,Comprehensive,19,Days,19,Days,70,74,248.27,496.54,496.54,215.82,431.64,431.64,203.07,406.14,406.14,176.94,353.88,353.88,156.96,313.92,313.92,,,,,,
Virgin Money,Comprehensive,20,Days,20,Days,70,74,251.15,502.3,502.3,215.82,431.64,431.64,203.07,406.14,406.14,176.94,353.88,353.88,158.36,316.72,316.72,,,,,,
Virgin Money,Comprehensive,21,Days,21,Days,70,74,256.94,513.88,513.88,221.42,442.84,442.84,210.42,420.84,420.84,181.44,362.88,362.88,162.56,325.12,325.12,,,,,,
Virgin Money,Comprehensive,22,Days,22,Days,70,74,267.04,534.08,534.08,231.23,462.46,462.46,219.25,438.5,438.5,188.93,377.86,377.86,168.17,336.34,336.34,,,,,,
Virgin Money,Comprehensive,23,Days,23,Days,70,74,275.69,551.38,551.38,236.84,473.68,473.68,223.67,447.34,447.34,194.93,389.86,389.86,173.77,347.54,347.54,,,,,,
Virgin Money,Comprehensive,24,Days,24,Days,70,74,281.48,562.96,562.96,243.84,487.68,487.68,228.08,456.16,456.16,199.43,398.86,398.86,177.98,355.96,355.96,,,,,,
Virgin Money,Comprehensive,25,Days,25,Days,70,74,295.9,591.8,591.8,255.05,510.1,510.1,241.33,482.66,482.66,209.93,419.86,419.86,186.39,372.78,372.78,,,,,,
Virgin Money,Comprehensive,26,Days,26,Days,70,74,311.79,623.58,623.58,269.07,538.14,538.14,253.09,506.18,506.18,220.42,440.84,440.84,196.2,392.4,392.4,,,,,,
Virgin Money,Comprehensive,27,Days,27,Days,70,74,320.44,640.88,640.88,276.08,552.16,552.16,261.92,523.84,523.84,226.43,452.86,452.86,201.8,403.6,403.6,,,,,,
Virgin Money,Comprehensive,28,Days,28,Days,70,74,331.99,663.98,663.98,287.29,574.58,574.58,269.27,538.54,538.54,235.43,470.86,470.86,208.81,417.62,417.62,,,,,,
Virgin Money,Comprehensive,29,Days,29,Days,70,74,337.77,675.54,675.54,292.89,585.78,585.78,276.63,553.26,553.26,239.92,479.84,479.84,213.01,426.02,426.02,,,,,,
Virgin Money,Comprehensive,30,Days,30,Days,70,74,342.1,684.2,684.2,294.29,588.58,588.58,278.1,556.2,556.2,241.42,482.84,482.84,214.41,428.82,428.82,,,,,,
Virgin Money,Comprehensive,31,Days,31,Days,70,74,343.54,687.08,687.08,295.7,591.4,591.4,279.58,559.16,559.16,242.92,485.84,485.84,215.82,431.64,431.64,,,,,,
Virgin Money,Comprehensive,32,Days,32,Days,70,74,344.98,689.96,689.96,297.1,594.2,594.2,281.05,562.1,562.1,244.42,488.84,488.84,217.22,434.44,434.44,,,,,,
Virgin Money,Comprehensive,33,Days,33,Days,70,74,357.97,715.94,715.94,311.11,622.22,622.22,292.82,585.64,585.64,253.42,506.84,506.84,225.63,451.26,451.26,,,,,,
Virgin Money,Comprehensive,34,Days,34,Days,70,74,362.31,724.62,724.62,312.51,625.02,625.02,294.29,588.58,588.58,256.42,512.84,512.84,229.83,459.66,459.66,,,,,,
Virgin Money,Comprehensive,35,Days,35,Days,70,74,370.97,741.94,741.94,319.52,639.04,639.04,303.12,606.24,606.24,262.41,524.82,524.82,232.63,465.26,465.26,,,,,,
Virgin Money,Comprehensive,36,Days,36,Days,70,74,378.18,756.36,756.36,327.93,655.86,655.86,310.48,620.96,620.96,266.91,533.82,533.82,239.64,479.28,479.28,,,,,,
Virgin Money,Comprehensive,37,Days,37,Days,70,74,382.51,765.02,765.02,330.73,661.46,661.46,311.95,623.9,623.9,269.91,539.82,539.82,241.04,482.08,482.08,,,,,,
Virgin Money,Comprehensive,38,Days,38,Days,70,74,391.18,782.36,782.36,339.14,678.28,678.28,319.31,638.62,638.62,277.41,554.82,554.82,248.05,496.1,496.1,,,,,,
Virgin Money,Comprehensive,39,Days,39,Days,70,74,396.95,793.9,793.9,343.34,686.68,686.68,323.72,647.44,647.44,281.91,563.82,563.82,252.25,504.5,504.5,,,,,,
Virgin Money,Comprehensive,40,Days,40,Days,70,74,405.6,811.2,811.2,350.35,700.7,700.7,331.08,662.16,662.16,286.41,572.82,572.82,255.05,510.1,510.1,,,,,,
Virgin Money,Comprehensive,41,Days,41,Days,70,74,425.82,851.64,851.64,367.17,734.34,734.34,347.26,694.52,694.52,299.9,599.8,599.8,269.07,538.14,538.14,,,,,,
Virgin Money,Comprehensive,42,Days,42,Days,70,74,438.8,877.6,877.6,378.38,756.76,756.76,357.56,715.12,715.12,308.9,617.8,617.8,276.08,552.16,552.16,,,,,,
Virgin Money,Comprehensive,43,Days,43,Days,70,74,454.68,909.36,909.36,390.99,781.98,781.98,369.34,738.68,738.68,320.89,641.78,641.78,287.29,574.58,574.58,,,,,,
Virgin Money,Comprehensive,44,Days,44,Days,70,74,460.46,920.92,920.92,398,796,796,376.69,753.38,753.38,325.39,650.78,650.78,291.49,582.98,582.98,,,,,,
Virgin Money,Comprehensive,45,Days,45,Days,70,74,470.57,941.14,941.14,406.41,812.82,812.82,384.05,768.1,768.1,332.89,665.78,665.78,297.1,594.2,594.2,,,,,,
Virgin Money,Comprehensive,46,Days,46,Days,70,74,476.34,952.68,952.68,410.61,821.22,821.22,388.47,776.94,776.94,337.38,674.76,674.76,299.9,599.8,599.8,,,,,,
Virgin Money,Comprehensive,47,Days,47,Days,70,74,483.55,967.1,967.1,417.62,835.24,835.24,394.35,788.7,788.7,340.38,680.76,680.76,304.1,608.2,608.2,,,,,,
Virgin Money,Comprehensive,48,Days,48,Days,70,74,486.44,972.88,972.88,421.82,843.64,843.64,397.3,794.6,794.6,344.88,689.76,689.76,306.91,613.82,613.82,,,,,,
Virgin Money,Comprehensive,49,Days,49,Days,70,74,492.21,984.42,984.42,426.03,852.06,852.06,403.18,806.36,806.36,349.38,698.76,698.76,311.11,622.22,622.22,,,,,,
Virgin Money,Comprehensive,50,Days,50,Days,70,74,499.43,998.86,998.86,430.23,860.46,860.46,406.12,812.24,812.24,353.88,707.76,707.76,315.32,630.64,630.64,,,,,,
Virgin Money,Comprehensive,51,Days,51,Days,70,74,505.21,1010.42,1010.42,437.24,874.48,874.48,410.54,821.08,821.08,358.38,716.76,716.76,318.12,636.24,636.24,,,,,,
Virgin Money,Comprehensive,52,Days,52,Days,70,74,509.53,1019.06,1019.06,441.44,882.88,882.88,414.95,829.9,829.9,359.88,719.76,719.76,322.32,644.64,644.64,,,,,,
Virgin Money,Comprehensive,53,Days,53,Days,70,74,515.31,1030.62,1030.62,445.65,891.3,891.3,419.37,838.74,838.74,364.37,728.74,728.74,323.72,647.44,647.44,,,,,,
Virgin Money,Comprehensive,54,Days,54,Days,70,74,521.09,1042.18,1042.18,449.85,899.7,899.7,426.73,853.46,853.46,367.37,734.74,734.74,327.93,655.86,655.86,,,,,,
Virgin Money,Comprehensive,55,Days,55,Days,70,74,525.42,1050.84,1050.84,454.05,908.1,908.1,426.73,853.46,853.46,370.37,740.74,740.74,332.13,664.26,664.26,,,,,,
Virgin Money,Comprehensive,56,Days,56,Days,70,74,531.19,1062.38,1062.38,458.26,916.52,916.52,434.08,868.16,868.16,374.88,749.76,749.76,336.34,672.68,672.68,,,,,,
Virgin Money,Comprehensive,57,Days,57,Days,70,74,536.96,1073.92,1073.92,465.26,930.52,930.52,438.5,877,877,380.88,761.76,761.76,340.54,681.08,681.08,,,,,,
Virgin Money,Comprehensive,58,Days,58,Days,70,74,544.17,1088.34,1088.34,470.87,941.74,941.74,444.38,888.76,888.76,385.38,770.76,770.76,343.34,686.68,686.68,,,,,,
Virgin Money,Comprehensive,59,Days,59,Days,70,74,548.51,1097.02,1097.02,472.27,944.54,944.54,447.33,894.66,894.66,388.37,776.74,776.74,346.15,692.3,692.3,,,,,,
Virgin Money,Comprehensive,60,Days,62,Days,70,74,554.28,1108.56,1108.56,477.88,955.76,955.76,451.74,903.48,903.48,391.37,782.74,782.74,350.35,700.7,700.7,,,,,,
Virgin Money,Comprehensive,63,Days,92,Days,70,74,720.28,1440.56,1440.56,623.62,1247.24,1247.24,588.59,1177.18,1177.18,509.83,1019.66,1019.66,454.05,908.1,908.1,,,,,,
Virgin Money,Comprehensive,93,Days,123,Days,70,74,853.07,1706.14,1706.14,737.14,1474.28,1474.28,696.01,1392.02,1392.02,602.8,1205.6,1205.6,538.14,1076.28,1076.28,,,,,,
Virgin Money,Comprehensive,124,Days,153,Days,70,74,993.09,1986.18,1986.18,857.66,1715.32,1715.32,809.31,1618.62,1618.62,701.77,1403.54,1403.54,626.43,1252.86,1252.86,,,,,,
Virgin Money,Comprehensive,154,Days,184,Days,70,74,1118.67,2237.34,2237.34,966.97,1933.94,1933.94,910.84,1821.68,1821.68,788.73,1577.46,1577.46,706.31,1412.62,1412.62,,,,,,
Virgin Money,Comprehensive,185,Days,215,Days,70,74,1286.1,2572.2,2572.2,1109.91,2219.82,2219.82,1049.16,2098.32,2098.32,908.7,1817.4,1817.4,812.81,1625.62,1625.62,,,,,,
Virgin Money,Comprehensive,216,Days,245,Days,70,74,1420.34,2840.68,2840.68,1227.63,2455.26,2455.26,1158.05,2316.1,2316.1,1004.67,2009.34,2009.34,896.9,1793.8,1793.8,,,,,,
Virgin Money,Comprehensive,246,Days,276,Days,70,74,1554.58,3109.16,3109.16,1343.94,2687.88,2687.88,1268.4,2536.8,2536.8,1099.13,2198.26,2198.26,982.38,1964.76,1964.76,,,,,,
Virgin Money,Comprehensive,277,Days,306,Days,70,74,1684.49,3368.98,3368.98,1454.65,2909.3,2909.3,1372.88,2745.76,2745.76,1187.6,2375.2,2375.2,1063.66,2127.32,2127.32,,,,,,
Virgin Money,Comprehensive,307,Days,337,Days,70,74,1827.4,3654.8,3654.8,1579.38,3158.76,3158.76,1489.13,2978.26,2978.26,1292.57,2585.14,2585.14,1153.35,2306.7,2306.7,,,,,,
Virgin Money,Comprehensive,338,Days,365,Days,70,74,1924.11,3848.22,3848.22,1662.06,3324.12,3324.12,1568.59,3137.18,3137.18,1360.04,2720.08,2720.08,1213.61,2427.22,2427.22,,,,,,
Virgin Money,Comprehensive,1,Days,3,Days,75,79,189,378,378,164.26,328.52,328.52,155.38,310.76,310.76,134.58,269.16,269.16,119.86,239.72,239.72,,,,,,
Virgin Money,Comprehensive,4,Days,4,Days,75,79,192.05,384.1,384.1,167.22,334.44,334.44,158.49,316.98,316.98,136.17,272.34,272.34,122.82,245.64,245.64,,,,,,
Virgin Money,Comprehensive,5,Days,5,Days,75,79,198.15,396.3,396.3,170.18,340.36,340.36,160.04,320.08,320.08,139.34,278.68,278.68,125.78,251.56,251.56,,,,,,
Virgin Money,Comprehensive,6,Days,6,Days,75,79,243.87,487.74,487.74,211.61,423.22,423.22,198.88,397.76,397.76,172.59,345.18,345.18,152.42,304.84,304.84,,,,,,
Virgin Money,Comprehensive,7,Days,7,Days,75,79,246.92,493.84,493.84,214.57,429.14,429.14,202,404,404,174.18,348.36,348.36,155.38,310.76,310.76,,,,,,
Virgin Money,Comprehensive,8,Days,8,Days,75,79,249.97,499.94,499.94,214.57,429.14,429.14,205.1,410.2,410.2,175.75,351.5,351.5,158.34,316.68,316.68,,,,,,
Virgin Money,Comprehensive,9,Days,9,Days,75,79,254.55,509.1,509.1,220.49,440.98,440.98,206.65,413.3,413.3,182.09,364.18,364.18,161.3,322.6,322.6,,,,,,
Virgin Money,Comprehensive,10,Days,10,Days,75,79,260.64,521.28,521.28,224.93,449.86,449.86,212.87,425.74,425.74,185.26,370.52,370.52,164.26,328.52,328.52,,,,,,
Virgin Money,Comprehensive,11,Days,11,Days,75,79,269.78,539.56,539.56,233.81,467.62,467.62,219.09,438.18,438.18,190,380,380,170.18,340.36,340.36,,,,,,
Virgin Money,Comprehensive,12,Days,12,Days,75,79,277.4,554.8,554.8,239.73,479.46,479.46,228.41,456.82,456.82,196.34,392.68,392.68,174.62,349.24,349.24,,,,,,
Virgin Money,Comprehensive,13,Days,13,Days,75,79,280.46,560.92,560.92,242.69,485.38,485.38,228.41,456.82,456.82,199.51,399.02,399.02,177.58,355.16,355.16,,,,,,
Virgin Money,Comprehensive,14,Days,14,Days,75,79,286.55,573.1,573.1,247.13,494.26,494.26,233.07,466.14,466.14,202.67,405.34,405.34,180.54,361.08,361.08,,,,,,
Virgin Money,Comprehensive,15,Days,15,Days,75,79,298.74,597.48,597.48,258.97,517.94,517.94,242.39,484.78,484.78,210.59,421.18,421.18,189.41,378.82,378.82,,,,,,
Virgin Money,Comprehensive,16,Days,16,Days,75,79,306.37,612.74,612.74,264.88,529.76,529.76,251.71,503.42,503.42,216.92,433.84,433.84,195.33,390.66,390.66,,,,,,
Virgin Money,Comprehensive,17,Days,17,Days,75,79,326.17,652.34,652.34,281.16,562.32,562.32,265.7,531.4,531.4,232.76,465.52,465.52,205.69,411.38,411.38,,,,,,
Virgin Money,Comprehensive,18,Days,18,Days,75,79,335.33,670.66,670.66,290.04,580.08,580.08,275.02,550.04,550.04,237.51,475.02,475.02,211.61,423.22,423.22,,,,,,
Virgin Money,Comprehensive,19,Days,19,Days,75,79,349.04,698.08,698.08,303.36,606.72,606.72,285.9,571.8,571.8,247.01,494.02,494.02,220.49,440.98,440.98,,,,,,
Virgin Money,Comprehensive,20,Days,20,Days,75,79,352.08,704.16,704.16,303.36,606.72,606.72,285.9,571.8,571.8,250.17,500.34,500.34,221.97,443.94,443.94,,,,,,
Virgin Money,Comprehensive,21,Days,21,Days,75,79,361.24,722.48,722.48,312.24,624.48,624.48,295.23,590.46,590.46,256.51,513.02,513.02,227.89,455.78,455.78,,,,,,
Virgin Money,Comprehensive,22,Days,22,Days,75,79,374.95,749.9,749.9,325.56,651.12,651.12,306.09,612.18,612.18,264.42,528.84,528.84,236.77,473.54,473.54,,,,,,
Virgin Money,Comprehensive,23,Days,23,Days,75,79,387.15,774.3,774.3,334.43,668.86,668.86,315.42,630.84,630.84,273.93,547.86,547.86,244.17,488.34,488.34,,,,,,
Virgin Money,Comprehensive,24,Days,24,Days,75,79,394.76,789.52,789.52,341.83,683.66,683.66,321.64,643.28,643.28,280.26,560.52,560.52,250.09,500.18,500.18,,,,,,
Virgin Money,Comprehensive,25,Days,25,Days,75,79,416.11,832.22,832.22,359.59,719.18,719.18,338.73,677.46,677.46,294.51,589.02,589.02,261.92,523.84,523.84,,,,,,
Virgin Money,Comprehensive,26,Days,26,Days,75,79,438.97,877.94,877.94,378.83,757.66,757.66,355.82,711.64,711.64,310.35,620.7,620.7,275.24,550.48,550.48,,,,,,
Virgin Money,Comprehensive,27,Days,27,Days,75,79,449.63,899.26,899.26,389.19,778.38,778.38,368.24,736.48,736.48,318.26,636.52,636.52,284.12,568.24,568.24,,,,,,
Virgin Money,Comprehensive,28,Days,28,Days,75,79,466.4,932.8,932.8,403.99,807.98,807.98,379.12,758.24,758.24,330.93,661.86,661.86,294.48,588.96,588.96,,,,,,
Virgin Money,Comprehensive,29,Days,29,Days,75,79,475.55,951.1,951.1,411.38,822.76,822.76,388.45,776.9,776.9,335.68,671.36,671.36,300.4,600.8,600.8,,,,,,
Virgin Money,Comprehensive,30,Days,30,Days,75,79,481.64,963.28,963.28,412.86,825.72,825.72,391.56,783.12,783.12,338.84,677.68,677.68,301.88,603.76,603.76,,,,,,
Virgin Money,Comprehensive,31,Days,31,Days,75,79,483.17,966.34,966.34,415.82,831.64,831.64,393.11,786.22,786.22,342.01,684.02,684.02,304.84,609.68,609.68,,,,,,
Virgin Money,Comprehensive,32,Days,32,Days,75,79,489.27,978.54,978.54,420.26,840.52,840.52,397.77,795.54,795.54,345.18,690.36,690.36,307.8,615.6,615.6,,,,,,
Virgin Money,Comprehensive,33,Days,33,Days,75,79,499.94,999.88,999.88,432.1,864.2,864.2,407.09,814.18,814.18,353.09,706.18,706.18,312.24,624.48,624.48,,,,,,
Virgin Money,Comprehensive,34,Days,34,Days,75,79,510.61,1021.22,1021.22,439.5,879,879,414.86,829.72,829.72,359.42,718.84,718.84,322.6,645.2,645.2,,,,,,
Virgin Money,Comprehensive,35,Days,35,Days,75,79,521.27,1042.54,1042.54,451.34,902.68,902.68,425.74,851.48,851.48,368.93,737.86,737.86,328.52,657.04,657.04,,,,,,
Virgin Money,Comprehensive,36,Days,36,Days,75,79,533.47,1066.94,1066.94,461.7,923.4,923.4,435.06,870.12,870.12,375.26,750.52,750.52,335.91,671.82,671.82,,,,,,
Virgin Money,Comprehensive,37,Days,37,Days,75,79,538.04,1076.08,1076.08,464.66,929.32,929.32,438.17,876.34,876.34,381.59,763.18,763.18,338.87,677.74,677.74,,,,,,
Virgin Money,Comprehensive,38,Days,38,Days,75,79,550.23,1100.46,1100.46,475.02,950.04,950.04,450.6,901.2,901.2,389.51,779.02,779.02,347.75,695.5,695.5,,,,,,
Virgin Money,Comprehensive,39,Days,39,Days,75,79,559.38,1118.76,1118.76,483.89,967.78,967.78,455.26,910.52,910.52,395.85,791.7,791.7,353.67,707.34,707.34,,,,,,
Virgin Money,Comprehensive,40,Days,40,Days,75,79,570.05,1140.1,1140.1,492.77,985.54,985.54,464.58,929.16,929.16,402.18,804.36,804.36,359.59,719.18,719.18,,,,,,
Virgin Money,Comprehensive,41,Days,41,Days,75,79,599.01,1198.02,1198.02,517.93,1035.86,1035.86,487.89,975.78,975.78,422.76,845.52,845.52,378.83,757.66,757.66,,,,,,
Virgin Money,Comprehensive,42,Days,42,Days,75,79,615.77,1231.54,1231.54,531.25,1062.5,1062.5,501.88,1003.76,1003.76,433.85,867.7,867.7,389.19,778.38,778.38,,,,,,
Virgin Money,Comprehensive,43,Days,43,Days,75,79,638.64,1277.28,1277.28,550.49,1100.98,1100.98,520.52,1041.04,1041.04,452.85,905.7,905.7,403.99,807.98,807.98,,,,,,
Virgin Money,Comprehensive,44,Days,44,Days,75,79,647.78,1295.56,1295.56,559.36,1118.72,1118.72,528.29,1056.58,1056.58,459.18,918.36,918.36,408.42,816.84,816.84,,,,,,
Virgin Money,Comprehensive,45,Days,45,Days,75,79,661.5,1323,1323,572.68,1145.36,1145.36,540.72,1081.44,1081.44,467.1,934.2,934.2,417.3,834.6,834.6,,,,,,
Virgin Money,Comprehensive,46,Days,46,Days,75,79,670.64,1341.28,1341.28,578.6,1157.2,1157.2,546.94,1093.88,1093.88,473.43,946.86,946.86,423.22,846.44,846.44,,,,,,
Virgin Money,Comprehensive,47,Days,47,Days,75,79,679.79,1359.58,1359.58,587.48,1174.96,1174.96,554.7,1109.4,1109.4,479.77,959.54,959.54,429.14,858.28,858.28,,,,,,
Virgin Money,Comprehensive,48,Days,48,Days,75,79,684.36,1368.72,1368.72,591.92,1183.84,1183.84,557.81,1115.62,1115.62,484.51,969.02,969.02,430.62,861.24,861.24,,,,,,
Virgin Money,Comprehensive,49,Days,49,Days,75,79,693.51,1387.02,1387.02,597.84,1195.68,1195.68,567.14,1134.28,1134.28,490.85,981.7,981.7,436.54,873.08,873.08,,,,,,
Virgin Money,Comprehensive,50,Days,50,Days,75,79,702.65,1405.3,1405.3,606.72,1213.44,1213.44,571.79,1143.58,1143.58,497.18,994.36,994.36,442.46,884.92,884.92,,,,,,
Virgin Money,Comprehensive,51,Days,51,Days,75,79,710.27,1420.54,1420.54,614.12,1228.24,1228.24,578.01,1156.02,1156.02,503.51,1007.02,1007.02,448.38,896.76,896.76,,,,,,
Virgin Money,Comprehensive,52,Days,52,Days,75,79,716.37,1432.74,1432.74,620.04,1240.08,1240.08,584.23,1168.46,1168.46,506.68,1013.36,1013.36,452.82,905.64,905.64,,,,,,
Virgin Money,Comprehensive,53,Days,53,Days,75,79,725.51,1451.02,1451.02,625.96,1251.92,1251.92,590.44,1180.88,1180.88,511.43,1022.86,1022.86,455.78,911.56,911.56,,,,,,
Virgin Money,Comprehensive,54,Days,54,Days,75,79,733.14,1466.28,1466.28,634.83,1269.66,1269.66,598.21,1196.42,1196.42,517.76,1035.52,1035.52,461.7,923.4,923.4,,,,,,
Virgin Money,Comprehensive,55,Days,55,Days,75,79,739.23,1478.46,1478.46,639.27,1278.54,1278.54,601.32,1202.64,1202.64,520.94,1041.88,1041.88,467.62,935.24,935.24,,,,,,
Virgin Money,Comprehensive,56,Days,56,Days,75,79,748.38,1496.76,1496.76,645.19,1290.38,1290.38,610.64,1221.28,1221.28,527.27,1054.54,1054.54,473.54,947.08,947.08,,,,,,
Virgin Money,Comprehensive,57,Days,57,Days,75,79,756,1512,1512,654.07,1308.14,1308.14,616.85,1233.7,1233.7,535.19,1070.38,1070.38,477.98,955.96,955.96,,,,,,
Virgin Money,Comprehensive,58,Days,58,Days,75,79,765.14,1530.28,1530.28,661.47,1322.94,1322.94,624.62,1249.24,1249.24,541.52,1083.04,1083.04,483.89,967.78,967.78,,,,,,
Virgin Money,Comprehensive,59,Days,59,Days,75,79,771.24,1542.48,1542.48,664.43,1328.86,1328.86,627.73,1255.46,1255.46,544.68,1089.36,1089.36,486.85,973.7,973.7,,,,,,
