CtM,provide_id,provider_name,provider_short_name,,,,
provider,44,1st For Women,1st For Women,,,,
products_headings,Product ID,ProductName,Is active?,Add?,Rename?,Include In Import?,
product,13,Diamond,1,0,0,1,
product,14,Ruby,1,0,0,1,
product,15,Topaz,1,0,0,1,
product,16,Australia Diamond,1,0,0,1,
product,17,Australia Ruby,1,0,0,1,
product,18,Jetsetter,1,0,0,1,
properties_headings,ProductId,PropertyId,Value,Text,benefitOrder,,Label Reference
