POLICY,,DURATION (DAYS),,,,AGE GROUP,,PRICING (2 DECIMAL PLACES MAXIMUM),,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,
INSURER NAME,POLICY NAME,MINIMUM VALUE,UNIT,MAXIMUM VALUE,UNIT,AGE MINIMUM,AGE MAXIMUM,,REGION 1,,,REGION 2,,,REGION 3,,,REGION 4,,,REGION 5,
,,,,,,,,SINGLE,DUO,FAMILY,SINGLE,DUO,FAMILY,SINGLE,DUO,FAMILY,SINGLE,DUO,FAMILY,SINGLE,DUO,FAMILY
1st For Women,Australia Diamond,6,Days,7,Days,16,54,,,,,,,,,,,,,41.65,79.14,83.3
1st For Women,Australia Diamond,8,Days,14,Days,16,54,,,,,,,,,,,,,52.7,100.13,105.4
1st For Women,Australia Diamond,15,Days,21,Days,16,54,,,,,,,,,,,,,61.2,116.28,122.4
1st For Women,Australia Diamond,22,Days,28,Days,16,54,,,,,,,,,,,,,73.1,138.89,146.2
1st For Women,Australia Diamond,29,Days,35,Days,16,54,,,,,,,,,,,,,87.55,166.35,175.1
1st For Women,Australia Diamond,36,Days,42,Days,16,54,,,,,,,,,,,,,102,193.8,204
1st For Women,Australia Diamond,43,Days,62,Days,16,54,,,,,,,,,,,,,118.15,224.49,236.3
1st For Women,Australia Diamond,1,Days,5,Days,55,64,,,,,,,,,,,,,41.95,79.9,83.9
1st For Women,Australia Diamond,6,Days,7,Days,55,64,,,,,,,,,,,,,43.73,83.3,87.47
1st For Women,Australia Diamond,8,Days,14,Days,55,64,,,,,,,,,,,,,55.34,105.4,110.67
1st For Women,Australia Diamond,15,Days,21,Days,55,64,,,,,,,,,,,,,64.26,122.4,128.52
1st For Women,Australia Diamond,22,Days,28,Days,55,64,,,,,,,,,,,,,76.76,146.2,153.51
1st For Women,Australia Diamond,29,Days,35,Days,55,64,,,,,,,,,,,,,91.93,175.1,183.86
1st For Women,Australia Diamond,36,Days,42,Days,55,64,,,,,,,,,,,,,107.1,204,214.2
1st For Women,Australia Diamond,43,Days,62,Days,55,64,,,,,,,,,,,,,124.06,236.3,248.12
1st For Women,Australia Diamond,1,Days,5,Days,65,74,,,,,,,,,,,,,59.93,115.86,119.85
1st For Women,Australia Diamond,6,Days,7,Days,65,74,,,,,,,,,,,,,62.48,120.79,124.95
1st For Women,Australia Diamond,8,Days,14,Days,65,74,,,,,,,,,,,,,79.05,152.83,158.1
1st For Women,Australia Diamond,15,Days,21,Days,65,74,,,,,,,,,,,,,91.8,177.48,183.6
1st For Women,Australia Diamond,22,Days,28,Days,65,74,,,,,,,,,,,,,109.65,211.99,219.3
1st For Women,Australia Diamond,29,Days,35,Days,65,74,,,,,,,,,,,,,131.33,253.9,262.65
1st For Women,Australia Diamond,36,Days,42,Days,65,74,,,,,,,,,,,,,153,295.8,306
1st For Women,Australia Diamond,43,Days,62,Days,65,74,,,,,,,,,,,,,177.23,342.64,354.45
1st For Women,Australia Ruby,1,Days,5,Days,16,54,,,,,,,,,,,,,32.3,61.37,64.6
1st For Women,Australia Ruby,6,Days,7,Days,16,54,,,,,,,,,,,,,36.55,69.45,73.1
1st For Women,Australia Ruby,8,Days,14,Days,16,54,,,,,,,,,,,,,45.05,85.6,90.1
1st For Women,Australia Ruby,15,Days,21,Days,16,54,,,,,,,,,,,,,51,96.9,102
1st For Women,Australia Ruby,22,Days,28,Days,16,54,,,,,,,,,,,,,62.9,119.51,125.8
1st For Women,Australia Ruby,29,Days,35,Days,16,54,,,,,,,,,,,,,73.1,138.89,146.2
1st For Women,Australia Ruby,36,Days,42,Days,16,54,,,,,,,,,,,,,85,161.5,170
1st For Women,Australia Ruby,43,Days,62,Days,16,54,,,,,,,,,,,,,99.45,188.96,198.9
1st For Women,Australia Ruby,1,Days,5,Days,55,64,,,,,,,,,,,,,33.92,64.6,67.83
1st For Women,Australia Ruby,6,Days,7,Days,55,64,,,,,,,,,,,,,38.38,73.1,76.76
1st For Women,Australia Ruby,8,Days,14,Days,55,64,,,,,,,,,,,,,47.3,90.1,94.61
1st For Women,Australia Ruby,15,Days,21,Days,55,64,,,,,,,,,,,,,53.55,102,107.1
1st For Women,Australia Ruby,22,Days,28,Days,55,64,,,,,,,,,,,,,66.05,125.8,132.09
1st For Women,Australia Ruby,29,Days,35,Days,55,64,,,,,,,,,,,,,76.76,146.2,153.51
1st For Women,Australia Ruby,36,Days,42,Days,55,64,,,,,,,,,,,,,89.25,170,178.5
1st For Women,Australia Ruby,43,Days,62,Days,55,64,,,,,,,,,,,,,104.42,198.9,208.85
1st For Women,Australia Ruby,1,Days,5,Days,65,74,,,,,,,,,,,,,48.45,93.67,96.9
1st For Women,Australia Ruby,6,Days,7,Days,65,74,,,,,,,,,,,,,54.83,106,109.65
1st For Women,Australia Ruby,8,Days,14,Days,65,74,,,,,,,,,,,,,67.58,130.65,135.15
1st For Women,Australia Ruby,15,Days,21,Days,65,74,,,,,,,,,,,,,76.5,147.9,153
1st For Women,Australia Ruby,22,Days,28,Days,65,74,,,,,,,,,,,,,94.35,182.41,188.7
1st For Women,Australia Ruby,29,Days,35,Days,65,74,,,,,,,,,,,,,109.65,211.99,219.3
1st For Women,Australia Ruby,36,Days,42,Days,65,74,,,,,,,,,,,,,127.5,246.5,255
1st For Women,Australia Ruby,43,Days,62,Days,65,74,,,,,,,,,,,,,149.18,288.41,298.35
1st For Women,Jetsetter,1,Days,365,Days,0,54,400.35,400.35,400.35,400.35,400.35,400.35,400.35,400.35,400.35,400.35,400.35,400.35,400.35,400.35,400.35
1st For Women,Jetsetter,1,Days,365,Days,55,64,420.37,420.37,420.37,420.37,420.37,420.37,420.37,420.37,420.37,420.37,420.37,420.37,420.37,420.37,420.37
1st For Women,Jetsetter,1,Days,365,Days,65,69,600.52,600.52,600.52,600.52,600.52,600.52,600.52,600.52,600.52,600.52,600.52,600.52,600.52,600.52,600.52
