POLICY,,DURATION (DAYS),,,,AGE GROUP,,PRICING (2 DECIMAL PLACES MAXIMUM),,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,
INSURER NAME,POLICY NAME,MINIMUM VALUE,UNIT,MAXIMUM VALUE,UNIT,AGE MINIMUM,AGE MAXIMUM,,REGION 1,,,REGION 2,,,REGION 3,,,REGION 4,
,,,,,,,,SINGLE,DUO,FAMILY,SINGLE,DUO,FAMILY,SINGLE,DUO,FAMILY,SINGLE,DUO,FAMILY
Kango-Cover,Joey,307,Days,337,Days,60,64,557.00,1058.30,1058.30,429.40,815.86,815.86,383.90,729.41,729.41,311.60,592.04,592.04
Kango-Cover,Joey,338,Days,366,Days,60,64,591.00,1122.90,1122.90,449.80,854.62,854.62,399.30,758.67,758.67,338.30,642.77,642.77
Kango-Cover,Joey,367,Days,390,Days,60,64,635.00,1206.50,1206.50,464.50,882.55,882.55,423.50,804.65,804.65,,,
Kango-Cover,Joey,391,Days,420,Days,60,64,679.00,1290.10,1290.10,481.50,914.85,914.85,456.50,867.35,867.35,,,
Kango-Cover,Joey,421,Days,450,Days,60,64,723.00,1373.70,1373.70,508.70,966.53,966.53,489.50,930.05,930.05,,,
Kango-Cover,Joey,451,Days,480,Days,60,64,769.00,1461.10,1461.10,545.00,1035.50,1035.50,522.50,992.75,992.75,,,
Kango-Cover,Joey,481,Days,510,Days,60,64,817.00,1552.30,1552.30,579.00,1100.10,1100.10,555.50,1055.45,1055.45,,,
Kango-Cover,Joey,511,Days,540,Days,60,64,867.00,1647.30,1647.30,613.00,1164.70,1164.70,588.50,1118.15,1118.15,,,
Kango-Cover,Annual Multi-Trip 35,1,Days,366,Days,0,59,275.00,522.50,522.50,,,,,,,,,
Kango-Cover,Annual Multi-Trip 35,1,Days,366,Days,60,69,350.00,665.00,665.00,,,,,,,,,
Kango-Cover,Annual Multi-Trip 60,1,Days,366,Days,0,59,375.00,712.50,712.50,,,,,,,,,
Kango-Cover,Annual Multi-Trip 60,1,Days,366,Days,60,69,450.00,855.00,855.00,,,,,,,,,
Kango-Cover,Annual Multi-Trip 35 (Wintersports),1,Days,366,Days,0,59,355.00,674.50,674.50,,,,,,,,,
Kango-Cover,Annual Multi-Trip 35 (Wintersports),1,Days,366,Days,60,69,525.00,997.50,997.50,,,,,,,,,
Kango-Cover,Annual Multi-Trip 60 (Wintersports),1,Days,366,Days,0,59,525.00,997.50,997.50,,,,,,,,,
Kango-Cover,Annual Multi-Trip 60 (Wintersports),1,Days,366,Days,60,69,785.00,1491.50,1491.50,,,,,,,,,
Kango-Cover,AMT Eurasia/Africa Only (35 days),1,Days,366,Days,0,59,245.00,465.50,465.50,,,,,,,,,
Kango-Cover,AMT Eurasia/Africa Only (35 days),1,Days,366,Days,60,69,265.00,503.50,503.50,,,,,,,,,
Kango-Cover,AMT Eurasia/Africa Only (60 days),1,Days,366,Days,0,59,295.00,560.50,560.50,,,,,,,,,
Kango-Cover,AMT Eurasia/Africa Only (60 days),1,Days,366,Days,60,69,379.00,720.00,720.00,,,,,,,,,
Kango-Cover,AMT Eurasia/Africa Only Wintersports (35 days),1,Days,366,Days,0,59,295.00,560.50,560.50,,,,,,,,,
Kango-Cover,AMT Eurasia/Africa Only Wintersports (35 days),1,Days,366,Days,60,69,399.00,758.00,758.00,,,,,,,,,
Kango-Cover,AMT Eurasia/Africa Only Wintersports (60 days),1,Days,366,Days,0,59,475.00,902.50,902.50,,,,,,,,,
Kango-Cover,AMT Eurasia/Africa Only Wintersports (60 days),1,Days,366,Days,60,69,659.00,1252.00,1252.00,,,,,,,,,
