POLICY,,DURATION (DAYS),,,,AGE GROUP,,PRICING (2 DECIMAL PLACES MAXIMUM),,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,
INSURER NAME,POLICY NAME,MINIMUM VALUE,UNIT,MAXIMUM VALUE,UNIT,AGE MINIMUM,AGE MAXIMUM,,REGION 1,,,REGION 2,,,REGION 3,,,REGION 4,,,REGION 5,,,REGION 6,,,REGION 7,
,,,,,,,,SINGLE,DUO,FAMILY,SINGLE,DUO,FAMILY,SINGLE,DUO,FAMILY,SINGLE,DUO,FAMILY,SINGLE,DUO,FAMILY,SINGLE,DUO,FAMILY,SINGLE,DUO,FAMILY
Virgin Money,Comprehensive,93,Days,123,Days,65,69,555.24,1110.48,1110.48,479.57,959.14,959.14,452.32,904.64,904.64,392.18,784.36,784.36,349.86,699.72,699.72,,,,,,
Virgin Money,Comprehensive,124,Days,153,Days,65,69,645.94,1291.88,1291.88,558.11,1116.22,1116.22,527.29,1054.58,1054.58,457.11,914.22,914.22,408.17,816.34,816.34,,,,,,
Virgin Money,Comprehensive,154,Days,184,Days,65,69,726.84,1453.68,1453.68,628.32,1256.64,1256.64,593.51,1187.02,1187.02,513.14,1026.28,1026.28,459.34,918.68,918.68,,,,,,
Virgin Money,Comprehensive,185,Days,215,Days,65,69,837.15,1674.30,1674.30,722.33,1444.66,1444.66,683.48,1366.96,1366.96,592.08,1184.16,1184.16,529.55,1059.10,1059.10,,,,,,
Virgin Money,Comprehensive,216,Days,245,Days,65,69,925.40,1850.80,1850.80,798.49,1596.98,1596.98,753.45,1506.90,1506.90,653.20,1306.40,1306.40,584.29,1168.58,1168.58,,,,,,
Virgin Money,Comprehensive,246,Days,276,Days,65,69,1012.43,2024.86,2024.86,874.65,1749.30,1749.30,825.92,1651.84,1651.84,715.59,1431.18,1431.18,640.22,1280.44,1280.44,,,,,,
Virgin Money,Comprehensive,277,Days,306,Days,65,69,1095.78,2191.56,2191.56,946.05,1892.10,1892.10,893.39,1786.78,1786.78,772.89,1545.78,1545.78,692.58,1385.16,1385.16,,,,,,
Virgin Money,Comprehensive,307,Days,337,Days,65,69,1190.15,2380.30,2380.30,1028.16,2056.32,2056.32,969.61,1939.22,1939.22,841.65,1683.30,1683.30,752.08,1504.16,1504.16,,,,,,
Virgin Money,Comprehensive,338,Days,365,Days,65,69,1252.67,2505.34,2505.34,1081.71,2163.42,2163.42,1020.84,2041.68,2041.68,884.94,1769.88,1769.88,790.16,1580.32,1580.32,,,,,,
Virgin Money,Comprehensive,1,Days,3,Days,70,74,136.98,273.96,273.96,120.12,240.24,240.24,112.61,225.22,225.22,97.93,195.86,195.86,87.23,174.46,174.46,,,,,,
Virgin Money,Comprehensive,4,Days,4,Days,70,74,139.93,279.86,279.86,121.55,243.10,243.10,114.11,228.22,228.22,99.46,198.92,198.92,88.66,177.32,177.32,,,,,,
Virgin Money,Comprehensive,5,Days,5,Days,70,74,144.34,288.68,288.68,122.98,245.96,245.96,117.12,234.24,234.24,102.52,205.04,205.04,91.52,183.04,183.04,,,,,,
Virgin Money,Comprehensive,6,Days,6,Days,70,74,176.75,353.50,353.50,153.01,306.02,306.02,144.14,288.28,288.28,125.47,250.94,250.94,111.54,223.08,223.08,,,,,,
Virgin Money,Comprehensive,7,Days,7,Days,70,74,181.17,362.34,362.34,155.87,311.74,311.74,148.65,297.30,297.30,127.00,254.00,254.00,112.97,225.94,225.94,,,,,,
Virgin Money,Comprehensive,8,Days,8,Days,70,74,184.11,368.22,368.22,157.30,314.60,314.60,150.15,300.30,300.30,128.53,257.06,257.06,115.83,231.66,231.66,,,,,,
Virgin Money,Comprehensive,9,Days,9,Days,70,74,185.59,371.18,371.18,160.16,320.32,320.32,151.65,303.30,303.30,131.59,263.18,263.18,117.26,234.52,234.52,,,,,,
Virgin Money,Comprehensive,10,Days,10,Days,70,74,190.00,380.00,380.00,164.45,328.90,328.90,154.65,309.30,309.30,133.12,266.24,266.24,120.12,240.24,240.24,,,,,,
Virgin Money,Comprehensive,11,Days,11,Days,70,74,195.90,391.80,391.80,168.74,337.48,337.48,159.16,318.32,318.32,137.71,275.42,275.42,122.98,245.96,245.96,,,,,,
Virgin Money,Comprehensive,12,Days,12,Days,70,74,201.79,403.58,403.58,173.03,346.06,346.06,165.17,330.34,330.34,142.30,284.60,284.60,127.27,254.54,254.54,,,,,,
Virgin Money,Comprehensive,13,Days,13,Days,70,74,203.26,406.52,406.52,175.89,351.78,351.78,165.17,330.34,330.34,145.36,290.72,290.72,128.70,257.40,257.40,,,,,,
Virgin Money,Comprehensive,14,Days,14,Days,70,74,207.68,415.36,415.36,180.18,360.36,360.36,169.67,339.34,339.34,146.89,293.78,293.78,131.56,263.12,263.12,,,,,,
Virgin Money,Comprehensive,15,Days,15,Days,70,74,216.52,433.04,433.04,188.76,377.52,377.52,177.18,354.36,354.36,154.54,309.08,309.08,137.28,274.56,274.56,,,,,,
Virgin Money,Comprehensive,16,Days,16,Days,70,74,222.41,444.82,444.82,191.62,383.24,383.24,181.68,363.36,363.36,157.60,315.20,315.20,141.57,283.14,283.14,,,,,,
Virgin Money,Comprehensive,17,Days,17,Days,70,74,237.14,474.28,474.28,204.49,408.98,408.98,193.69,387.38,387.38,168.31,336.62,336.62,148.72,297.44,297.44,,,,,,
Virgin Money,Comprehensive,18,Days,18,Days,70,74,243.03,486.06,486.06,210.21,420.42,420.42,199.70,399.40,399.40,172.90,345.80,345.80,153.01,306.02,306.02,,,,,,
Virgin Money,Comprehensive,19,Days,19,Days,70,74,253.34,506.68,506.68,220.22,440.44,440.44,207.21,414.42,414.42,180.55,361.10,361.10,160.16,320.32,320.32,,,,,,
Virgin Money,Comprehensive,20,Days,20,Days,70,74,256.28,512.56,512.56,220.22,440.44,440.44,207.21,414.42,414.42,180.55,361.10,361.10,161.59,323.18,323.18,,,,,,
Virgin Money,Comprehensive,21,Days,21,Days,70,74,262.18,524.36,524.36,225.94,451.88,451.88,214.71,429.42,429.42,185.14,370.28,370.28,165.88,331.76,331.76,,,,,,
Virgin Money,Comprehensive,22,Days,22,Days,70,74,272.49,544.98,544.98,235.95,471.90,471.90,223.72,447.44,447.44,192.79,385.58,385.58,171.60,343.20,343.20,,,,,,
Virgin Money,Comprehensive,23,Days,23,Days,70,74,281.32,562.64,562.64,241.67,483.34,483.34,228.23,456.46,456.46,198.91,397.82,397.82,177.32,354.64,354.64,,,,,,
Virgin Money,Comprehensive,24,Days,24,Days,70,74,287.22,574.44,574.44,248.82,497.64,497.64,232.73,465.46,465.46,203.50,407.00,407.00,181.61,363.22,363.22,,,,,,
Virgin Money,Comprehensive,25,Days,25,Days,70,74,301.94,603.88,603.88,260.26,520.52,520.52,246.25,492.50,492.50,214.21,428.42,428.42,190.19,380.38,380.38,,,,,,
Virgin Money,Comprehensive,26,Days,26,Days,70,74,318.15,636.30,636.30,274.56,549.12,549.12,258.26,516.52,516.52,224.92,449.84,449.84,200.20,400.40,400.40,,,,,,
Virgin Money,Comprehensive,27,Days,27,Days,70,74,326.98,653.96,653.96,281.71,563.42,563.42,267.27,534.54,534.54,231.05,462.10,462.10,205.92,411.84,411.84,,,,,,
Virgin Money,Comprehensive,28,Days,28,Days,70,74,338.77,677.54,677.54,293.15,586.30,586.30,274.77,549.54,549.54,240.23,480.46,480.46,213.07,426.14,426.14,,,,,,
Virgin Money,Comprehensive,29,Days,29,Days,70,74,344.66,689.32,689.32,298.87,597.74,597.74,282.28,564.56,564.56,244.82,489.64,489.64,217.36,434.72,434.72,,,,,,
Virgin Money,Comprehensive,30,Days,30,Days,70,74,349.08,698.16,698.16,300.30,600.60,600.60,283.78,567.56,567.56,246.35,492.70,492.70,218.79,437.58,437.58,,,,,,
Virgin Money,Comprehensive,31,Days,31,Days,70,74,350.55,701.10,701.10,301.73,603.46,603.46,285.29,570.58,570.58,247.88,495.76,495.76,220.22,440.44,440.44,,,,,,
Virgin Money,Comprehensive,32,Days,32,Days,70,74,352.02,704.04,704.04,303.16,606.32,606.32,286.79,573.58,573.58,249.41,498.82,498.82,221.65,443.30,443.30,,,,,,
Virgin Money,Comprehensive,33,Days,33,Days,70,74,365.28,730.56,730.56,317.46,634.92,634.92,298.80,597.60,597.60,258.59,517.18,517.18,230.23,460.46,460.46,,,,,,
Virgin Money,Comprehensive,34,Days,34,Days,70,74,369.70,739.40,739.40,318.89,637.78,637.78,300.30,600.60,600.60,261.65,523.30,523.30,234.52,469.04,469.04,,,,,,
Virgin Money,Comprehensive,35,Days,35,Days,70,74,378.54,757.08,757.08,326.04,652.08,652.08,309.31,618.62,618.62,267.77,535.54,535.54,237.38,474.76,474.76,,,,,,
Virgin Money,Comprehensive,36,Days,36,Days,70,74,385.90,771.80,771.80,334.62,669.24,669.24,316.82,633.64,633.64,272.36,544.72,544.72,244.53,489.06,489.06,,,,,,
Virgin Money,Comprehensive,37,Days,37,Days,70,74,390.32,780.64,780.64,337.48,674.96,674.96,318.32,636.64,636.64,275.42,550.84,550.84,245.96,491.92,491.92,,,,,,
Virgin Money,Comprehensive,38,Days,38,Days,70,74,399.16,798.32,798.32,346.06,692.12,692.12,325.83,651.66,651.66,283.07,566.14,566.14,253.11,506.22,506.22,,,,,,
Virgin Money,Comprehensive,39,Days,39,Days,70,74,405.05,810.10,810.10,350.35,700.70,700.70,330.33,660.66,660.66,287.66,575.32,575.32,257.40,514.80,514.80,,,,,,
Virgin Money,Comprehensive,40,Days,40,Days,70,74,413.88,827.76,827.76,357.50,715.00,715.00,337.84,675.68,675.68,292.25,584.50,584.50,260.26,520.52,520.52,,,,,,
Virgin Money,Comprehensive,41,Days,41,Days,70,74,434.51,869.02,869.02,374.66,749.32,749.32,354.35,708.70,708.70,306.02,612.04,612.04,274.56,549.12,549.12,,,,,,
Virgin Money,Comprehensive,42,Days,42,Days,70,74,447.76,895.52,895.52,386.10,772.20,772.20,364.86,729.72,729.72,315.20,630.40,630.40,281.71,563.42,563.42,,,,,,
Virgin Money,Comprehensive,43,Days,43,Days,70,74,463.96,927.92,927.92,398.97,797.94,797.94,376.88,753.76,753.76,327.44,654.88,654.88,293.15,586.30,586.30,,,,,,
Virgin Money,Comprehensive,44,Days,44,Days,70,74,469.86,939.72,939.72,406.12,812.24,812.24,384.38,768.76,768.76,332.03,664.06,664.06,297.44,594.88,594.88,,,,,,
Virgin Money,Comprehensive,45,Days,45,Days,70,74,480.17,960.34,960.34,414.70,829.40,829.40,391.89,783.78,783.78,339.68,679.36,679.36,303.16,606.32,606.32,,,,,,
Virgin Money,Comprehensive,46,Days,46,Days,70,74,486.06,972.12,972.12,418.99,837.98,837.98,396.40,792.80,792.80,344.27,688.54,688.54,306.02,612.04,612.04,,,,,,
Virgin Money,Comprehensive,47,Days,47,Days,70,74,493.42,986.84,986.84,426.14,852.28,852.28,402.40,804.80,804.80,347.33,694.66,694.66,310.31,620.62,620.62,,,,,,
Virgin Money,Comprehensive,48,Days,48,Days,70,74,496.37,992.74,992.74,430.43,860.86,860.86,405.41,810.82,810.82,351.92,703.84,703.84,313.17,626.34,626.34,,,,,,
Virgin Money,Comprehensive,49,Days,49,Days,70,74,502.26,1004.52,1004.52,434.72,869.44,869.44,411.41,822.82,822.82,356.51,713.02,713.02,317.46,634.92,634.92,,,,,,
Virgin Money,Comprehensive,50,Days,50,Days,70,74,509.62,1019.24,1019.24,439.01,878.02,878.02,414.41,828.82,828.82,361.10,722.20,722.20,321.75,643.50,643.50,,,,,,
Virgin Money,Comprehensive,51,Days,51,Days,70,74,515.52,1031.04,1031.04,446.16,892.32,892.32,418.92,837.84,837.84,365.69,731.38,731.38,324.61,649.22,649.22,,,,,,
Virgin Money,Comprehensive,52,Days,52,Days,70,74,519.93,1039.86,1039.86,450.45,900.90,900.90,423.42,846.84,846.84,367.22,734.44,734.44,328.90,657.80,657.80,,,,,,
Virgin Money,Comprehensive,53,Days,53,Days,70,74,525.83,1051.66,1051.66,454.74,909.48,909.48,427.93,855.86,855.86,371.81,743.62,743.62,330.33,660.66,660.66,,,,,,
Virgin Money,Comprehensive,54,Days,54,Days,70,74,531.72,1063.44,1063.44,459.03,918.06,918.06,435.44,870.88,870.88,374.87,749.74,749.74,334.62,669.24,669.24,,,,,,
Virgin Money,Comprehensive,55,Days,55,Days,70,74,536.14,1072.28,1072.28,463.32,926.64,926.64,435.44,870.88,870.88,377.93,755.86,755.86,338.91,677.82,677.82,,,,,,
Virgin Money,Comprehensive,56,Days,56,Days,70,74,542.03,1084.06,1084.06,467.61,935.22,935.22,442.94,885.88,885.88,382.53,765.06,765.06,343.20,686.40,686.40,,,,,,
Virgin Money,Comprehensive,57,Days,57,Days,70,74,547.92,1095.84,1095.84,474.76,949.52,949.52,447.45,894.90,894.90,388.65,777.30,777.30,347.49,694.98,694.98,,,,,,
Virgin Money,Comprehensive,58,Days,58,Days,70,74,555.28,1110.56,1110.56,480.48,960.96,960.96,453.45,906.90,906.90,393.24,786.48,786.48,350.35,700.70,700.70,,,,,,
Virgin Money,Comprehensive,59,Days,59,Days,70,74,559.70,1119.40,1119.40,481.91,963.82,963.82,456.46,912.92,912.92,396.30,792.60,792.60,353.21,706.42,706.42,,,,,,
Virgin Money,Comprehensive,60,Days,62,Days,70,74,565.59,1131.18,1131.18,487.63,975.26,975.26,460.96,921.92,921.92,399.36,798.72,798.72,357.50,715.00,715.00,,,,,,
Virgin Money,Comprehensive,63,Days,92,Days,70,74,734.98,1469.96,1469.96,636.35,1272.70,1272.70,600.60,1201.20,1201.20,520.23,1040.46,1040.46,463.32,926.64,926.64,,,,,,
Virgin Money,Comprehensive,93,Days,123,Days,70,74,870.48,1740.96,1740.96,752.18,1504.36,1504.36,710.21,1420.42,1420.42,615.10,1230.20,1230.20,549.12,1098.24,1098.24,,,,,,
Virgin Money,Comprehensive,124,Days,153,Days,70,74,1013.36,2026.72,2026.72,875.16,1750.32,1750.32,825.83,1651.66,1651.66,716.09,1432.18,1432.18,639.21,1278.42,1278.42,,,,,,
Virgin Money,Comprehensive,154,Days,184,Days,70,74,1141.50,2283.00,2283.00,986.70,1973.40,1973.40,929.43,1858.86,1858.86,804.83,1609.66,1609.66,720.72,1441.44,1441.44,,,,,,
Virgin Money,Comprehensive,185,Days,215,Days,70,74,1312.35,2624.70,2624.70,1132.56,2265.12,2265.12,1070.57,2141.14,2141.14,927.24,1854.48,1854.48,829.40,1658.80,1658.80,,,,,,
Virgin Money,Comprehensive,216,Days,245,Days,70,74,1449.33,2898.66,2898.66,1252.68,2505.36,2505.36,1181.68,2363.36,2363.36,1025.17,2050.34,2050.34,915.20,1830.40,1830.40,,,,,,
Virgin Money,Comprehensive,246,Days,276,Days,70,74,1586.31,3172.62,3172.62,1371.37,2742.74,2742.74,1294.29,2588.58,2588.58,1121.56,2243.12,2243.12,1002.43,2004.86,2004.86,,,,,,
Virgin Money,Comprehensive,277,Days,306,Days,70,74,1718.87,3437.74,3437.74,1484.34,2968.68,2968.68,1400.90,2801.80,2801.80,1211.84,2423.68,2423.68,1085.37,2170.74,2170.74,,,,,,
Virgin Money,Comprehensive,307,Days,337,Days,70,74,1864.69,3729.38,3729.38,1611.61,3223.22,3223.22,1519.52,3039.04,3039.04,1318.95,2637.90,2637.90,1176.89,2353.78,2353.78,,,,,,
Virgin Money,Comprehensive,338,Days,365,Days,70,74,1963.38,3926.76,3926.76,1695.98,3391.96,3391.96,1600.60,3201.20,3201.20,1387.80,2775.60,2775.60,1238.38,2476.76,2476.76,,,,,,
Virgin Money,Comprehensive,1,Days,3,Days,75,79,192.86,385.72,385.72,167.61,335.22,335.22,158.55,317.10,317.10,137.33,274.66,274.66,122.31,244.62,244.62,,,,,,
Virgin Money,Comprehensive,4,Days,4,Days,75,79,195.97,391.94,391.94,170.63,341.26,341.26,161.72,323.44,323.44,138.95,277.90,277.90,125.33,250.66,250.66,,,,,,
Virgin Money,Comprehensive,5,Days,5,Days,75,79,202.19,404.38,404.38,173.65,347.30,347.30,163.31,326.62,326.62,142.18,284.36,284.36,128.35,256.70,256.70,,,,,,
Virgin Money,Comprehensive,6,Days,6,Days,75,79,248.85,497.70,497.70,215.93,431.86,431.86,202.94,405.88,405.88,176.11,352.22,352.22,155.53,311.06,311.06,,,,,,
Virgin Money,Comprehensive,7,Days,7,Days,75,79,251.96,503.92,503.92,218.95,437.90,437.90,206.12,412.24,412.24,177.73,355.46,355.46,158.55,317.10,317.10,,,,,,
Virgin Money,Comprehensive,8,Days,8,Days,75,79,255.07,510.14,510.14,218.95,437.90,437.90,209.29,418.58,418.58,179.34,358.68,358.68,161.57,323.14,323.14,,,,,,
Virgin Money,Comprehensive,9,Days,9,Days,75,79,259.74,519.48,519.48,224.99,449.98,449.98,210.87,421.74,421.74,185.81,371.62,371.62,164.59,329.18,329.18,,,,,,
Virgin Money,Comprehensive,10,Days,10,Days,75,79,265.96,531.92,531.92,229.52,459.04,459.04,217.21,434.42,434.42,189.04,378.08,378.08,167.61,335.22,335.22,,,,,,
Virgin Money,Comprehensive,11,Days,11,Days,75,79,275.29,550.58,550.58,238.58,477.16,477.16,223.56,447.12,447.12,193.88,387.76,387.76,173.65,347.30,347.30,,,,,,
Virgin Money,Comprehensive,12,Days,12,Days,75,79,283.06,566.12,566.12,244.62,489.24,489.24,233.07,466.14,466.14,200.35,400.70,400.70,178.18,356.36,356.36,,,,,,
Virgin Money,Comprehensive,13,Days,13,Days,75,79,286.18,572.36,572.36,247.64,495.28,495.28,233.07,466.14,466.14,203.58,407.16,407.16,181.20,362.40,362.40,,,,,,
Virgin Money,Comprehensive,14,Days,14,Days,75,79,292.40,584.80,584.80,252.17,504.34,504.34,237.83,475.66,475.66,206.81,413.62,413.62,184.22,368.44,368.44,,,,,,
Virgin Money,Comprehensive,15,Days,15,Days,75,79,304.84,609.68,609.68,264.25,528.50,528.50,247.34,494.68,494.68,214.89,429.78,429.78,193.28,386.56,386.56,,,,,,
Virgin Money,Comprehensive,16,Days,16,Days,75,79,312.62,625.24,625.24,270.29,540.58,540.58,256.85,513.70,513.70,221.35,442.70,442.70,199.32,398.64,398.64,,,,,,
Virgin Money,Comprehensive,17,Days,17,Days,75,79,332.83,665.66,665.66,286.90,573.80,573.80,271.12,542.24,542.24,237.51,475.02,475.02,209.89,419.78,419.78,,,,,,
Virgin Money,Comprehensive,18,Days,18,Days,75,79,342.17,684.34,684.34,295.96,591.92,591.92,280.63,561.26,561.26,242.36,484.72,484.72,215.93,431.86,431.86,,,,,,
Virgin Money,Comprehensive,19,Days,19,Days,75,79,356.16,712.32,712.32,309.55,619.10,619.10,291.73,583.46,583.46,252.05,504.10,504.10,224.99,449.98,449.98,,,,,,
Virgin Money,Comprehensive,20,Days,20,Days,75,79,359.27,718.54,718.54,309.55,619.10,619.10,291.73,583.46,583.46,255.28,510.56,510.56,226.50,453.00,453.00,,,,,,
Virgin Money,Comprehensive,21,Days,21,Days,75,79,368.61,737.22,737.22,318.61,637.22,637.22,301.25,602.50,602.50,261.74,523.48,523.48,232.54,465.08,465.08,,,,,,
Virgin Money,Comprehensive,22,Days,22,Days,75,79,382.60,765.20,765.20,332.20,664.40,664.40,312.34,624.68,624.68,269.82,539.64,539.64,241.60,483.20,483.20,,,,,,
Virgin Money,Comprehensive,23,Days,23,Days,75,79,395.05,790.10,790.10,341.26,682.52,682.52,321.86,643.72,643.72,279.52,559.04,559.04,249.15,498.30,498.30,,,,,,
Virgin Money,Comprehensive,24,Days,24,Days,75,79,402.82,805.64,805.64,348.81,697.62,697.62,328.20,656.40,656.40,285.98,571.96,571.96,255.19,510.38,510.38,,,,,,
Virgin Money,Comprehensive,25,Days,25,Days,75,79,424.60,849.20,849.20,366.93,733.86,733.86,345.64,691.28,691.28,300.52,601.04,601.04,267.27,534.54,534.54,,,,,,
Virgin Money,Comprehensive,26,Days,26,Days,75,79,447.93,895.86,895.86,386.56,773.12,773.12,363.08,726.16,726.16,316.68,633.36,633.36,280.86,561.72,561.72,,,,,,
Virgin Money,Comprehensive,27,Days,27,Days,75,79,458.81,917.62,917.62,397.13,794.26,794.26,375.76,751.52,751.52,324.76,649.52,649.52,289.92,579.84,579.84,,,,,,
Virgin Money,Comprehensive,28,Days,28,Days,75,79,475.92,951.84,951.84,412.23,824.46,824.46,386.86,773.72,773.72,337.68,675.36,675.36,300.49,600.98,600.98,,,,,,
Virgin Money,Comprehensive,29,Days,29,Days,75,79,485.25,970.50,970.50,419.78,839.56,839.56,396.38,792.76,792.76,342.53,685.06,685.06,306.53,613.06,613.06,,,,,,
Virgin Money,Comprehensive,30,Days,30,Days,75,79,491.47,982.94,982.94,421.29,842.58,842.58,399.55,799.10,799.10,345.76,691.52,691.52,308.04,616.08,616.08,,,,,,
Virgin Money,Comprehensive,31,Days,31,Days,75,79,493.03,986.06,986.06,424.31,848.62,848.62,401.13,802.26,802.26,348.99,697.98,697.98,311.06,622.12,622.12,,,,,,
Virgin Money,Comprehensive,32,Days,32,Days,75,79,499.25,998.50,998.50,428.84,857.68,857.68,405.89,811.78,811.78,352.22,704.44,704.44,314.08,628.16,628.16,,,,,,
Virgin Money,Comprehensive,33,Days,33,Days,75,79,510.14,1020.28,1020.28,440.92,881.84,881.84,415.40,830.80,830.80,360.30,720.60,720.60,318.61,637.22,637.22,,,,,,
Virgin Money,Comprehensive,34,Days,34,Days,75,79,521.03,1042.06,1042.06,448.47,896.94,896.94,423.33,846.66,846.66,366.76,733.52,733.52,329.18,658.36,658.36,,,,,,
Virgin Money,Comprehensive,35,Days,35,Days,75,79,531.91,1063.82,1063.82,460.55,921.10,921.10,434.43,868.86,868.86,376.46,752.92,752.92,335.22,670.44,670.44,,,,,,
Virgin Money,Comprehensive,36,Days,36,Days,75,79,544.36,1088.72,1088.72,471.12,942.24,942.24,443.94,887.88,887.88,382.92,765.84,765.84,342.77,685.54,685.54,,,,,,
Virgin Money,Comprehensive,37,Days,37,Days,75,79,549.02,1098.04,1098.04,474.14,948.28,948.28,447.11,894.22,894.22,389.38,778.76,778.76,345.79,691.58,691.58,,,,,,
Virgin Money,Comprehensive,38,Days,38,Days,75,79,561.46,1122.92,1122.92,484.71,969.42,969.42,459.80,919.60,919.60,397.46,794.92,794.92,354.85,709.70,709.70,,,,,,
Virgin Money,Comprehensive,39,Days,39,Days,75,79,570.80,1141.60,1141.60,493.77,987.54,987.54,464.55,929.10,929.10,403.93,807.86,807.86,360.89,721.78,721.78,,,,,,
Virgin Money,Comprehensive,40,Days,40,Days,75,79,581.68,1163.36,1163.36,502.83,1005.66,1005.66,474.06,948.12,948.12,410.39,820.78,820.78,366.93,733.86,733.86,,,,,,
Virgin Money,Comprehensive,41,Days,41,Days,75,79,611.23,1222.46,1222.46,528.50,1057.00,1057.00,497.85,995.70,995.70,431.39,862.78,862.78,386.56,773.12,773.12,,,,,,
Virgin Money,Comprehensive,42,Days,42,Days,75,79,628.34,1256.68,1256.68,542.09,1084.18,1084.18,512.12,1024.24,1024.24,442.70,885.40,885.40,397.13,794.26,794.26,,,,,,
Virgin Money,Comprehensive,43,Days,43,Days,75,79,651.67,1303.34,1303.34,561.72,1123.44,1123.44,531.14,1062.28,1062.28,462.09,924.18,924.18,412.23,824.46,824.46,,,,,,
Virgin Money,Comprehensive,44,Days,44,Days,75,79,661.00,1322.00,1322.00,570.78,1141.56,1141.56,539.07,1078.14,1078.14,468.55,937.10,937.10,416.76,833.52,833.52,,,,,,
Virgin Money,Comprehensive,45,Days,45,Days,75,79,675.00,1350.00,1350.00,584.37,1168.74,1168.74,551.75,1103.50,1103.50,476.63,953.26,953.26,425.82,851.64,851.64,,,,,,
Virgin Money,Comprehensive,46,Days,46,Days,75,79,684.33,1368.66,1368.66,590.41,1180.82,1180.82,558.10,1116.20,1116.20,483.09,966.18,966.18,431.86,863.72,863.72,,,,,,
Virgin Money,Comprehensive,47,Days,47,Days,75,79,693.66,1387.32,1387.32,599.47,1198.94,1198.94,566.02,1132.04,1132.04,489.56,979.12,979.12,437.90,875.80,875.80,,,,,,
Virgin Money,Comprehensive,48,Days,48,Days,75,79,698.33,1396.66,1396.66,604.00,1208.00,1208.00,569.19,1138.38,1138.38,494.40,988.80,988.80,439.41,878.82,878.82,,,,,,
Virgin Money,Comprehensive,49,Days,49,Days,75,79,707.66,1415.32,1415.32,610.04,1220.08,1220.08,578.71,1157.42,1157.42,500.87,1001.74,1001.74,445.45,890.90,890.90,,,,,,
Virgin Money,Comprehensive,50,Days,50,Days,75,79,716.99,1433.98,1433.98,619.10,1238.20,1238.20,583.46,1166.92,1166.92,507.33,1014.66,1014.66,451.49,902.98,902.98,,,,,,
Virgin Money,Comprehensive,51,Days,51,Days,75,79,724.77,1449.54,1449.54,626.65,1253.30,1253.30,589.81,1179.62,1179.62,513.79,1027.58,1027.58,457.53,915.06,915.06,,,,,,
Virgin Money,Comprehensive,52,Days,52,Days,75,79,730.99,1461.98,1461.98,632.69,1265.38,1265.38,596.15,1192.30,1192.30,517.02,1034.04,1034.04,462.06,924.12,924.12,,,,,,
Virgin Money,Comprehensive,53,Days,53,Days,75,79,740.32,1480.64,1480.64,638.73,1277.46,1277.46,602.49,1204.98,1204.98,521.87,1043.74,1043.74,465.08,930.16,930.16,,,,,,
Virgin Money,Comprehensive,54,Days,54,Days,75,79,748.10,1496.20,1496.20,647.79,1295.58,1295.58,610.42,1220.84,1220.84,528.33,1056.66,1056.66,471.12,942.24,942.24,,,,,,
Virgin Money,Comprehensive,55,Days,55,Days,75,79,754.32,1508.64,1508.64,652.32,1304.64,1304.64,613.59,1227.18,1227.18,531.57,1063.14,1063.14,477.16,954.32,954.32,,,,,,
Virgin Money,Comprehensive,56,Days,56,Days,75,79,763.65,1527.30,1527.30,658.36,1316.72,1316.72,623.10,1246.20,1246.20,538.03,1076.06,1076.06,483.20,966.40,966.40,,,,,,
Virgin Money,Comprehensive,57,Days,57,Days,75,79,771.43,1542.86,1542.86,667.42,1334.84,1334.84,629.44,1258.88,1258.88,546.11,1092.22,1092.22,487.73,975.46,975.46,,,,,,
Virgin Money,Comprehensive,58,Days,58,Days,75,79,780.76,1561.52,1561.52,674.97,1349.94,1349.94,637.37,1274.74,1274.74,552.57,1105.14,1105.14,493.77,987.54,987.54,,,,,,
Virgin Money,Comprehensive,59,Days,59,Days,75,79,786.98,1573.96,1573.96,677.99,1355.98,1355.98,640.54,1281.08,1281.08,555.80,1111.60,1111.60,496.79,993.58,993.58,,,,,,
Virgin Money,Comprehensive,60,Days,62,Days,75,79,794.76,1589.52,1589.52,687.05,1374.10,1374.10,650.06,1300.12,1300.12,562.26,1124.52,1124.52,502.83,1005.66,1005.66,,,,,,
Virgin Money,Comprehensive,63,Days,92,Days,75,79,1035.83,2071.66,2071.66,893.92,1787.84,1787.84,843.49,1686.98,1686.98,731.91,1463.82,1463.82,652.32,1304.64,1304.64,,,,,,
Virgin Money,Comprehensive,93,Days,123,Days,75,79,1225.58,2451.16,2451.16,1058.51,2117.02,2117.02,998.87,1997.74,1997.74,866.02,1732.04,1732.04,771.61,1543.22,1543.22,,,,,,
Virgin Money,Comprehensive,124,Days,153,Days,75,79,1426.21,2852.42,2852.42,1232.16,2464.32,2464.32,1162.17,2324.34,2324.34,1008.20,2016.40,2016.40,899.96,1799.92,1799.92,,,,,,
Virgin Money,Comprehensive,154,Days,184,Days,75,79,1605.07,3210.14,3210.14,1387.69,2775.38,2775.38,1308.04,2616.08,2616.08,1132.61,2265.22,2265.22,1013.21,2026.42,2026.42,,,,,,
Virgin Money,Comprehensive,185,Days,215,Days,75,79,1847.70,3695.40,3695.40,1596.07,3192.14,3192.14,1507.81,3015.62,3015.62,1305.49,2610.98,2610.98,1167.23,2334.46,2334.46,,,,,,
