POLICY,,DURATION (DAYS),,,,AGE GROUP,,PRICING (2 DECIMAL PLACES MAXIMUM),,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,
INSURER NAME,POLICY NAME,MINIMUM VALUE,UNIT,MAXIMUM VALUE,UNIT,AGE MINIMUM,AGE MAXIMUM,,REGION 1,,,REGION 2,,,REGION 3,,,REGION 4,,,REGION 5,,,REGION 6,,,REGION 7,
,,,,,,,,SINGLE,DUO,FAMILY,SINGLE,DUO,FAMILY,SINGLE,DUO,FAMILY,SINGLE,DUO,FAMILY,SINGLE,DUO,FAMILY,SINGLE,DUO,FAMILY,SINGLE,DUO,FAMILY
Virgin Money,Medical Only,6,Days,6,Days,50,59,51.50,103.00,103.00,45.00,90.00,90.00,42.00,84.00,84.00,37.45,74.90,74.90,32.00,64.00,64.00,,,,,,
Virgin Money,Medical Only,7,Days,7,Days,50,59,51.50,103.00,103.00,45.00,90.00,90.00,42.00,84.00,84.00,37.45,74.90,74.90,32.00,64.00,64.00,,,,,,
Virgin Money,Medical Only,8,Days,8,Days,50,59,52.53,105.06,105.06,46.00,92.00,92.00,43.05,86.10,86.10,37.45,74.90,74.90,33.00,66.00,66.00,,,,,,
Virgin Money,Medical Only,9,Days,9,Days,50,59,54.59,109.18,109.18,47.00,94.00,94.00,44.10,88.20,88.20,38.52,77.04,77.04,34.00,68.00,68.00,,,,,,
Virgin Money,Medical Only,10,Days,10,Days,50,59,55.62,111.24,111.24,47.00,94.00,94.00,45.15,90.30,90.30,39.59,79.18,79.18,34.00,68.00,68.00,,,,,,
Virgin Money,Medical Only,11,Days,11,Days,50,59,56.65,113.30,113.30,48.00,96.00,96.00,46.20,92.40,92.40,39.59,79.18,79.18,35.00,70.00,70.00,,,,,,
Virgin Money,Medical Only,12,Days,12,Days,50,59,57.68,115.36,115.36,49.00,98.00,98.00,46.20,92.40,92.40,40.66,81.32,81.32,36.00,72.00,72.00,,,,,,
Virgin Money,Medical Only,13,Days,13,Days,50,59,58.71,117.42,117.42,50.00,100.00,100.00,47.25,94.50,94.50,41.73,83.46,83.46,36.00,72.00,72.00,,,,,,
Virgin Money,Medical Only,14,Days,14,Days,50,59,59.74,119.48,119.48,51.00,102.00,102.00,48.30,96.60,96.60,41.73,83.46,83.46,37.00,74.00,74.00,,,,,,
Virgin Money,Medical Only,15,Days,15,Days,50,59,61.80,123.60,123.60,54.00,108.00,108.00,50.40,100.80,100.80,43.87,87.74,87.74,38.00,76.00,76.00,,,,,,
Virgin Money,Medical Only,16,Days,16,Days,50,59,63.86,127.72,127.72,56.00,112.00,112.00,51.45,102.90,102.90,44.94,89.88,89.88,39.00,78.00,78.00,,,,,,
Virgin Money,Medical Only,17,Days,17,Days,50,59,67.98,135.96,135.96,59.00,118.00,118.00,55.65,111.30,111.30,48.15,96.30,96.30,42.00,84.00,84.00,,,,,,
Virgin Money,Medical Only,18,Days,18,Days,50,59,69.01,138.02,138.02,60.00,120.00,120.00,56.70,113.40,113.40,49.22,98.44,98.44,43.00,86.00,86.00,,,,,,
Virgin Money,Medical Only,19,Days,19,Days,50,59,72.10,144.20,144.20,63.00,126.00,126.00,59.85,119.70,119.70,51.36,102.72,102.72,45.00,90.00,90.00,,,,,,
Virgin Money,Medical Only,20,Days,20,Days,50,59,73.13,146.26,146.26,64.00,128.00,128.00,59.85,119.70,119.70,51.36,102.72,102.72,45.00,90.00,90.00,,,,,,
Virgin Money,Medical Only,21,Days,21,Days,50,59,74.16,148.32,148.32,64.00,128.00,128.00,60.90,121.80,121.80,52.43,104.86,104.86,46.00,92.00,92.00,,,,,,
Virgin Money,Medical Only,22,Days,22,Days,50,59,78.28,156.56,156.56,67.00,134.00,134.00,64.05,128.10,128.10,54.57,109.14,109.14,48.00,96.00,96.00,,,,,,
Virgin Money,Medical Only,23,Days,23,Days,50,59,80.34,160.68,160.68,69.00,138.00,138.00,65.10,130.20,130.20,56.71,113.42,113.42,49.00,98.00,98.00,,,,,,
Virgin Money,Medical Only,24,Days,24,Days,50,59,82.40,164.80,164.80,71.00,142.00,142.00,67.20,134.40,134.40,58.85,117.70,117.70,50.00,100.00,100.00,,,,,,
Virgin Money,Medical Only,25,Days,25,Days,50,59,86.52,173.04,173.04,75.00,150.00,150.00,70.35,140.70,140.70,60.99,121.98,121.98,54.00,108.00,108.00,,,,,,
Virgin Money,Medical Only,26,Days,26,Days,50,59,90.64,181.28,181.28,79.00,158.00,158.00,73.50,147.00,147.00,64.20,128.40,128.40,56.00,112.00,112.00,,,,,,
Virgin Money,Medical Only,27,Days,27,Days,50,59,92.70,185.40,185.40,81.00,162.00,162.00,75.60,151.20,151.20,65.27,130.54,130.54,58.00,116.00,116.00,,,,,,
Virgin Money,Medical Only,28,Days,28,Days,50,59,97.85,195.70,195.70,84.00,168.00,168.00,79.80,159.60,159.60,68.48,136.96,136.96,60.00,120.00,120.00,,,,,,
Virgin Money,Medical Only,29,Days,29,Days,50,59,98.88,197.76,197.76,85.00,170.00,170.00,80.85,161.70,161.70,69.55,139.10,139.10,61.00,122.00,122.00,,,,,,
Virgin Money,Medical Only,30,Days,30,Days,50,59,98.88,197.76,197.76,85.00,170.00,170.00,81.90,163.80,163.80,70.62,141.24,141.24,62.00,124.00,124.00,,,,,,
Virgin Money,Medical Only,31,Days,31,Days,50,59,100.94,201.88,201.88,87.00,174.00,174.00,81.90,163.80,163.80,70.62,141.24,141.24,62.00,124.00,124.00,,,,,,
Virgin Money,Medical Only,32,Days,32,Days,50,59,100.94,201.88,201.88,87.00,174.00,174.00,81.90,163.80,163.80,70.62,141.24,141.24,62.00,124.00,124.00,,,,,,
Virgin Money,Medical Only,33,Days,33,Days,50,59,105.06,210.12,210.12,90.00,180.00,180.00,86.10,172.20,172.20,73.83,147.66,147.66,65.00,130.00,130.00,,,,,,
Virgin Money,Medical Only,34,Days,34,Days,50,59,106.09,212.18,212.18,91.00,182.00,182.00,86.10,172.20,172.20,74.90,149.80,149.80,65.00,130.00,130.00,,,,,,
Virgin Money,Medical Only,35,Days,35,Days,50,59,108.15,216.30,216.30,93.00,186.00,186.00,88.20,176.40,176.40,75.97,151.94,151.94,67.00,134.00,134.00,,,,,,
Virgin Money,Medical Only,36,Days,36,Days,50,59,110.21,220.42,220.42,96.00,192.00,192.00,90.30,180.60,180.60,77.04,154.08,154.08,68.00,136.00,136.00,,,,,,
Virgin Money,Medical Only,37,Days,37,Days,50,59,111.24,222.48,222.48,97.00,194.00,194.00,90.30,180.60,180.60,79.18,158.36,158.36,68.00,136.00,136.00,,,,,,
Virgin Money,Medical Only,38,Days,38,Days,50,59,114.33,228.66,228.66,99.00,198.00,198.00,93.45,186.90,186.90,81.32,162.64,162.64,70.00,140.00,140.00,,,,,,
Virgin Money,Medical Only,39,Days,39,Days,50,59,115.36,230.72,230.72,100.00,200.00,200.00,94.50,189.00,189.00,82.39,164.78,164.78,71.00,142.00,142.00,,,,,,
Virgin Money,Medical Only,40,Days,40,Days,50,59,117.42,234.84,234.84,102.00,204.00,204.00,95.55,191.10,191.10,83.46,166.92,166.92,72.00,144.00,144.00,,,,,,
Virgin Money,Medical Only,41,Days,41,Days,50,59,124.63,249.26,249.26,107.00,214.00,214.00,101.85,203.70,203.70,87.74,175.48,175.48,77.00,154.00,154.00,,,,,,
Virgin Money,Medical Only,42,Days,42,Days,50,59,127.72,255.44,255.44,110.00,220.00,220.00,103.95,207.90,207.90,89.88,179.76,179.76,79.00,158.00,158.00,,,,,,
Virgin Money,Medical Only,43,Days,43,Days,50,59,132.87,265.74,265.74,114.00,228.00,228.00,108.15,216.30,216.30,94.16,188.32,188.32,82.00,164.00,164.00,,,,,,
Virgin Money,Medical Only,44,Days,44,Days,50,59,133.90,267.80,267.80,116.00,232.00,232.00,109.20,218.40,218.40,94.16,188.32,188.32,83.00,166.00,166.00,,,,,,
Virgin Money,Medical Only,45,Days,45,Days,50,59,136.99,273.98,273.98,119.00,238.00,238.00,112.35,224.70,224.70,96.30,192.60,192.60,85.00,170.00,170.00,,,,,,
Virgin Money,Medical Only,46,Days,46,Days,50,59,139.05,278.10,278.10,121.00,242.00,242.00,113.40,226.80,226.80,98.44,196.88,196.88,86.00,172.00,172.00,,,,,,
Virgin Money,Medical Only,47,Days,47,Days,50,59,141.11,282.22,282.22,122.00,244.00,244.00,114.45,228.90,228.90,98.44,196.88,196.88,87.00,174.00,174.00,,,,,,
Virgin Money,Medical Only,48,Days,48,Days,50,59,142.14,284.28,284.28,123.00,246.00,246.00,115.50,231.00,231.00,99.51,199.02,199.02,87.00,174.00,174.00,,,,,,
Virgin Money,Medical Only,49,Days,49,Days,50,59,144.20,288.40,288.40,124.00,248.00,248.00,116.55,233.10,233.10,101.65,203.30,203.30,88.00,176.00,176.00,,,,,,
Virgin Money,Medical Only,50,Days,50,Days,50,59,146.26,292.52,292.52,126.00,252.00,252.00,118.65,237.30,237.30,103.79,207.58,207.58,90.00,180.00,180.00,,,,,,
Virgin Money,Medical Only,51,Days,51,Days,50,59,147.29,294.58,294.58,127.00,254.00,254.00,119.70,239.40,239.40,103.79,207.58,207.58,90.00,180.00,180.00,,,,,,
Virgin Money,Medical Only,52,Days,52,Days,50,59,149.35,298.70,298.70,129.00,258.00,258.00,121.80,243.60,243.60,105.93,211.86,211.86,92.00,184.00,184.00,,,,,,
Virgin Money,Medical Only,53,Days,53,Days,50,59,150.38,300.76,300.76,130.00,260.00,260.00,122.85,245.70,245.70,107.00,214.00,214.00,92.00,184.00,184.00,,,,,,
Virgin Money,Medical Only,54,Days,54,Days,50,59,152.44,304.88,304.88,131.00,262.00,262.00,124.95,249.90,249.90,108.07,216.14,216.14,95.00,190.00,190.00,,,,,,
Virgin Money,Medical Only,55,Days,55,Days,50,59,153.47,306.94,306.94,132.00,264.00,264.00,126.00,252.00,252.00,109.14,218.28,218.28,95.00,190.00,190.00,,,,,,
Virgin Money,Medical Only,56,Days,56,Days,50,59,155.53,311.06,311.06,134.00,268.00,268.00,127.05,254.10,254.10,110.21,220.42,220.42,96.00,192.00,192.00,,,,,,
Virgin Money,Medical Only,57,Days,57,Days,50,59,156.56,313.12,313.12,135.00,270.00,270.00,128.10,256.20,256.20,111.28,222.56,222.56,97.00,194.00,194.00,,,,,,
Virgin Money,Medical Only,58,Days,58,Days,50,59,158.62,317.24,317.24,138.00,276.00,276.00,130.20,260.40,260.40,112.35,224.70,224.70,98.00,196.00,196.00,,,,,,
Virgin Money,Medical Only,59,Days,59,Days,50,59,159.65,319.30,319.30,139.00,278.00,278.00,130.20,260.40,260.40,113.42,226.84,226.84,99.00,198.00,198.00,,,,,,
Virgin Money,Medical Only,60,Days,62,Days,50,59,162.74,325.48,325.48,141.00,282.00,282.00,132.30,264.60,264.60,114.49,228.98,228.98,100.00,200.00,200.00,,,,,,
Virgin Money,Medical Only,63,Days,92,Days,50,59,211.15,422.30,422.30,183.00,366.00,366.00,172.20,344.40,344.40,149.80,299.60,299.60,130.00,260.00,260.00,,,,,,
Virgin Money,Medical Only,93,Days,123,Days,50,59,249.26,498.52,498.52,215.00,430.00,430.00,202.65,405.30,405.30,175.48,350.96,350.96,153.00,306.00,306.00,,,,,,
Virgin Money,Medical Only,124,Days,153,Days,50,59,289.43,578.86,578.86,251.00,502.00,502.00,236.25,472.50,472.50,204.37,408.74,408.74,179.00,358.00,358.00,,,,,,
Virgin Money,Medical Only,154,Days,184,Days,50,59,326.51,653.02,653.02,282.00,564.00,564.00,266.70,533.40,533.40,230.05,460.10,460.10,202.00,404.00,404.00,,,,,,
Virgin Money,Medical Only,185,Days,215,Days,50,59,375.95,751.90,751.90,326.00,652.00,652.00,306.60,613.20,613.20,266.43,532.86,532.86,232.00,464.00,464.00,,,,,,
Virgin Money,Medical Only,216,Days,245,Days,50,59,415.09,830.18,830.18,359.00,718.00,718.00,338.10,676.20,676.20,293.18,586.36,586.36,256.00,512.00,512.00,,,,,,
Virgin Money,Medical Only,246,Days,276,Days,50,59,454.23,908.46,908.46,393.00,786.00,786.00,370.65,741.30,741.30,321.00,642.00,642.00,280.00,560.00,560.00,,,,,,
Virgin Money,Medical Only,277,Days,306,Days,50,59,492.34,984.68,984.68,425.00,850.00,850.00,401.10,802.20,802.20,346.68,693.36,693.36,303.00,606.00,606.00,,,,,,
Virgin Money,Medical Only,307,Days,337,Days,50,59,534.57,1069.14,1069.14,462.00,924.00,924.00,435.75,871.50,871.50,377.71,755.42,755.42,330.00,660.00,660.00,,,,,,
Virgin Money,Medical Only,338,Days,365,Days,50,59,562.38,1124.76,1124.76,486.00,972.00,972.00,458.85,917.70,917.70,398.04,796.08,796.08,347.00,694.00,694.00,,,,,,
Virgin Money,Medical Only,1,Days,3,Days,60,64,56.65,113.30,113.30,49.00,98.00,98.00,46.20,92.40,92.40,40.66,81.32,81.32,35.00,70.00,70.00,,,,,,
Virgin Money,Medical Only,4,Days,4,Days,60,64,56.65,113.30,113.30,49.00,98.00,98.00,46.20,92.40,92.40,40.66,81.32,81.32,35.00,70.00,70.00,,,,,,
Virgin Money,Medical Only,5,Days,5,Days,60,64,56.65,113.30,113.30,49.00,98.00,98.00,46.20,92.40,92.40,40.66,81.32,81.32,35.00,70.00,70.00,,,,,,
Virgin Money,Medical Only,6,Days,6,Days,60,64,56.65,113.30,113.30,49.00,98.00,98.00,46.20,92.40,92.40,40.66,81.32,81.32,35.00,70.00,70.00,,,,,,
Virgin Money,Medical Only,7,Days,7,Days,60,64,56.65,113.30,113.30,49.00,98.00,98.00,46.20,92.40,92.40,40.66,81.32,81.32,35.00,70.00,70.00,,,,,,
Virgin Money,Medical Only,8,Days,8,Days,60,64,57.68,115.36,115.36,51.00,102.00,102.00,47.25,94.50,94.50,40.66,81.32,81.32,36.00,72.00,72.00,,,,,,
Virgin Money,Medical Only,9,Days,9,Days,60,64,59.74,119.48,119.48,52.00,104.00,104.00,48.30,96.60,96.60,41.73,83.46,83.46,37.00,74.00,74.00,,,,,,
Virgin Money,Medical Only,10,Days,10,Days,60,64,60.77,121.54,121.54,52.00,104.00,104.00,49.35,98.70,98.70,42.80,85.60,85.60,37.00,74.00,74.00,,,,,,
Virgin Money,Medical Only,11,Days,11,Days,60,64,61.80,123.60,123.60,53.00,106.00,106.00,50.40,100.80,100.80,42.80,85.60,85.60,38.00,76.00,76.00,,,,,,
Virgin Money,Medical Only,12,Days,12,Days,60,64,62.83,125.66,125.66,54.00,108.00,108.00,50.40,100.80,100.80,43.87,87.74,87.74,39.00,78.00,78.00,,,,,,
Virgin Money,Medical Only,13,Days,13,Days,60,64,63.86,127.72,127.72,55.00,110.00,110.00,51.45,102.90,102.90,46.01,92.02,92.02,39.00,78.00,78.00,,,,,,
Virgin Money,Medical Only,14,Days,14,Days,60,64,64.89,129.78,129.78,56.00,112.00,112.00,53.55,107.10,107.10,46.01,92.02,92.02,40.00,80.00,80.00,,,,,,
Virgin Money,Medical Only,15,Days,15,Days,60,64,67.98,135.96,135.96,59.00,118.00,118.00,55.65,111.30,111.30,48.15,96.30,96.30,41.00,82.00,82.00,,,,,,
Virgin Money,Medical Only,16,Days,16,Days,60,64,70.04,140.08,140.08,61.00,122.00,122.00,56.70,113.40,113.40,49.22,98.44,98.44,43.00,86.00,86.00,,,,,,
Virgin Money,Medical Only,17,Days,17,Days,60,64,74.16,148.32,148.32,64.00,128.00,128.00,60.90,121.80,121.80,52.43,104.86,104.86,46.00,92.00,92.00,,,,,,
Virgin Money,Medical Only,18,Days,18,Days,60,64,76.22,152.44,152.44,66.00,132.00,132.00,61.95,123.90,123.90,54.57,109.14,109.14,47.00,94.00,94.00,,,,,,
Virgin Money,Medical Only,19,Days,19,Days,60,64,79.31,158.62,158.62,69.00,138.00,138.00,65.10,130.20,130.20,56.71,113.42,113.42,49.00,98.00,98.00,,,,,,
Virgin Money,Medical Only,20,Days,20,Days,60,64,80.34,160.68,160.68,70.00,140.00,140.00,65.10,130.20,130.20,56.71,113.42,113.42,49.00,98.00,98.00,,,,,,
Virgin Money,Medical Only,21,Days,21,Days,60,64,81.37,162.74,162.74,70.00,140.00,140.00,66.15,132.30,132.30,57.78,115.56,115.56,51.00,102.00,102.00,,,,,,
Virgin Money,Medical Only,22,Days,22,Days,60,64,85.49,170.98,170.98,74.00,148.00,148.00,70.35,140.70,140.70,59.92,119.84,119.84,53.00,106.00,106.00,,,,,,
Virgin Money,Medical Only,23,Days,23,Days,60,64,87.55,175.10,175.10,76.00,152.00,152.00,71.40,142.80,142.80,62.06,124.12,124.12,54.00,108.00,108.00,,,,,,
Virgin Money,Medical Only,24,Days,24,Days,60,64,89.61,179.22,179.22,78.00,156.00,156.00,73.50,147.00,147.00,64.20,128.40,128.40,55.00,110.00,110.00,,,,,,
Virgin Money,Medical Only,25,Days,25,Days,60,64,94.76,189.52,189.52,82.00,164.00,164.00,77.70,155.40,155.40,66.34,132.68,132.68,59.00,118.00,118.00,,,,,,
Virgin Money,Medical Only,26,Days,26,Days,60,64,99.91,199.82,199.82,86.00,172.00,172.00,80.85,161.70,161.70,70.62,141.24,141.24,61.00,122.00,122.00,,,,,,
Virgin Money,Medical Only,27,Days,27,Days,60,64,101.97,203.94,203.94,89.00,178.00,178.00,82.95,165.90,165.90,71.69,143.38,143.38,63.00,126.00,126.00,,,,,,
Virgin Money,Medical Only,28,Days,28,Days,60,64,107.12,214.24,214.24,92.00,184.00,184.00,87.15,174.30,174.30,74.90,149.80,149.80,66.00,132.00,132.00,,,,,,
Virgin Money,Medical Only,29,Days,29,Days,60,64,108.15,216.30,216.30,93.00,186.00,186.00,88.20,176.40,176.40,75.97,151.94,151.94,67.00,134.00,134.00,,,,,,
Virgin Money,Medical Only,30,Days,30,Days,60,64,109.18,218.36,218.36,94.00,188.00,188.00,88.20,176.40,176.40,75.97,151.94,151.94,67.00,134.00,134.00,,,,,,
Virgin Money,Medical Only,31,Days,31,Days,60,64,110.21,220.42,220.42,95.00,190.00,190.00,89.25,178.50,178.50,77.04,154.08,154.08,68.00,136.00,136.00,,,,,,
Virgin Money,Medical Only,32,Days,32,Days,60,64,110.21,220.42,220.42,95.00,190.00,190.00,89.25,178.50,178.50,77.04,154.08,154.08,68.00,136.00,136.00,,,,,,
Virgin Money,Medical Only,33,Days,33,Days,60,64,115.36,230.72,230.72,99.00,198.00,198.00,94.50,189.00,189.00,81.32,162.64,162.64,71.00,142.00,142.00,,,,,,
Virgin Money,Medical Only,34,Days,34,Days,60,64,116.39,232.78,232.78,100.00,200.00,200.00,94.50,189.00,189.00,82.39,164.78,164.78,71.00,142.00,142.00,,,,,,
Virgin Money,Medical Only,35,Days,35,Days,60,64,118.45,236.90,236.90,102.00,204.00,204.00,96.60,193.20,193.20,83.46,166.92,166.92,74.00,148.00,148.00,,,,,,
Virgin Money,Medical Only,36,Days,36,Days,60,64,120.51,241.02,241.02,105.00,210.00,210.00,98.70,197.40,197.40,84.53,169.06,169.06,75.00,150.00,150.00,,,,,,
Virgin Money,Medical Only,37,Days,37,Days,60,64,121.54,243.08,243.08,106.00,212.00,212.00,98.70,197.40,197.40,86.67,173.34,173.34,75.00,150.00,150.00,,,,,,
Virgin Money,Medical Only,38,Days,38,Days,60,64,125.66,251.32,251.32,108.00,216.00,216.00,102.90,205.80,205.80,88.81,177.62,177.62,77.00,154.00,154.00,,,,,,
Virgin Money,Medical Only,39,Days,39,Days,60,64,126.69,253.38,253.38,109.00,218.00,218.00,103.95,207.90,207.90,89.88,179.76,179.76,78.00,156.00,156.00,,,,,,
Virgin Money,Medical Only,40,Days,40,Days,60,64,128.75,257.50,257.50,112.00,224.00,224.00,105.00,210.00,210.00,90.95,181.90,181.90,79.00,158.00,158.00,,,,,,
Virgin Money,Medical Only,41,Days,41,Days,60,64,135.96,271.92,271.92,117.00,234.00,234.00,111.30,222.60,222.60,96.30,192.60,192.60,84.00,168.00,168.00,,,,,,
Virgin Money,Medical Only,42,Days,42,Days,60,64,140.08,280.16,280.16,121.00,242.00,242.00,113.40,226.80,226.80,98.44,196.88,196.88,86.00,172.00,172.00,,,,,,
Virgin Money,Medical Only,43,Days,43,Days,60,64,145.23,290.46,290.46,125.00,250.00,250.00,118.65,237.30,237.30,103.79,207.58,207.58,90.00,180.00,180.00,,,,,,
Virgin Money,Medical Only,44,Days,44,Days,60,64,147.29,294.58,294.58,127.00,254.00,254.00,119.70,239.40,239.40,103.79,207.58,207.58,91.00,182.00,182.00,,,,,,
Virgin Money,Medical Only,45,Days,45,Days,60,64,150.38,300.76,300.76,130.00,260.00,260.00,122.85,245.70,245.70,105.93,211.86,211.86,93.00,186.00,186.00,,,,,,
Virgin Money,Medical Only,46,Days,46,Days,60,64,152.44,304.88,304.88,132.00,264.00,264.00,123.90,247.80,247.80,108.07,216.14,216.14,94.00,188.00,188.00,,,,,,
Virgin Money,Medical Only,47,Days,47,Days,60,64,154.50,309.00,309.00,133.00,266.00,266.00,126.00,252.00,252.00,108.07,216.14,216.14,95.00,190.00,190.00,,,,,,
Virgin Money,Medical Only,48,Days,48,Days,60,64,155.53,311.06,311.06,135.00,270.00,270.00,127.05,254.10,254.10,109.14,218.28,218.28,95.00,190.00,190.00,,,,,,
Virgin Money,Medical Only,49,Days,49,Days,60,64,157.59,315.18,315.18,136.00,272.00,272.00,128.10,256.20,256.20,111.28,222.56,222.56,97.00,194.00,194.00,,,,,,
Virgin Money,Medical Only,50,Days,50,Days,60,64,159.65,319.30,319.30,138.00,276.00,276.00,130.20,260.40,260.40,113.42,226.84,226.84,99.00,198.00,198.00,,,,,,
Virgin Money,Medical Only,51,Days,51,Days,60,64,160.68,321.36,321.36,139.00,278.00,278.00,131.25,262.50,262.50,113.42,226.84,226.84,99.00,198.00,198.00,,,,,,
Virgin Money,Medical Only,52,Days,52,Days,60,64,163.77,327.54,327.54,141.00,282.00,282.00,133.35,266.70,266.70,115.56,231.12,231.12,101.00,202.00,202.00,,,,,,
Virgin Money,Medical Only,53,Days,53,Days,60,64,164.80,329.60,329.60,143.00,286.00,286.00,134.40,268.80,268.80,116.63,233.26,233.26,101.00,202.00,202.00,,,,,,
Virgin Money,Medical Only,54,Days,54,Days,60,64,166.86,333.72,333.72,144.00,288.00,288.00,136.50,273.00,273.00,117.70,235.40,235.40,104.00,208.00,208.00,,,,,,
Virgin Money,Medical Only,55,Days,55,Days,60,64,167.89,335.78,335.78,145.00,290.00,290.00,137.55,275.10,275.10,119.84,239.68,239.68,104.00,208.00,208.00,,,,,,
Virgin Money,Medical Only,56,Days,56,Days,60,64,170.98,341.96,341.96,147.00,294.00,294.00,138.60,277.20,277.20,120.91,241.82,241.82,105.00,210.00,210.00,,,,,,
Virgin Money,Medical Only,57,Days,57,Days,60,64,172.01,344.02,344.02,148.00,296.00,296.00,139.65,279.30,279.30,121.98,243.96,243.96,106.00,212.00,212.00,,,,,,
Virgin Money,Medical Only,58,Days,58,Days,60,64,174.07,348.14,348.14,151.00,302.00,302.00,142.80,285.60,285.60,123.05,246.10,246.10,107.00,214.00,214.00,,,,,,
Virgin Money,Medical Only,59,Days,59,Days,60,64,175.10,350.20,350.20,152.00,304.00,304.00,142.80,285.60,285.60,124.12,248.24,248.24,108.00,216.00,216.00,,,,,,
Virgin Money,Medical Only,60,Days,62,Days,60,64,178.19,356.38,356.38,154.00,308.00,308.00,144.90,289.80,289.80,125.19,250.38,250.38,109.00,218.00,218.00,,,,,,
Virgin Money,Medical Only,63,Days,92,Days,60,64,230.72,461.44,461.44,200.00,400.00,400.00,187.95,375.90,375.90,163.71,327.42,327.42,143.00,286.00,286.00,,,,,,
Virgin Money,Medical Only,93,Days,123,Days,60,64,272.95,545.90,545.90,236.00,472.00,472.00,222.60,445.20,445.20,191.53,383.06,383.06,168.00,336.00,336.00,,,,,,
Virgin Money,Medical Only,124,Days,153,Days,60,64,317.24,634.48,634.48,275.00,550.00,550.00,258.30,516.60,516.60,223.63,447.26,447.26,196.00,392.00,392.00,,,,,,
Virgin Money,Medical Only,154,Days,184,Days,60,64,357.41,714.82,714.82,309.00,618.00,618.00,291.90,583.80,583.80,252.52,505.04,505.04,221.00,442.00,442.00,,,,,,
Virgin Money,Medical Only,185,Days,215,Days,60,64,412.00,824.00,824.00,357.00,714.00,714.00,336.00,672.00,672.00,292.11,584.22,584.22,254.00,508.00,508.00,,,,,,
Virgin Money,Medical Only,216,Days,245,Days,60,64,455.26,910.52,910.52,393.00,786.00,786.00,370.65,741.30,741.30,321.00,642.00,642.00,281.00,562.00,562.00,,,,,,
Virgin Money,Medical Only,246,Days,276,Days,60,64,497.49,994.98,994.98,430.00,860.00,860.00,405.30,810.60,810.60,352.03,704.06,704.06,307.00,614.00,614.00,,,,,,
Virgin Money,Medical Only,277,Days,306,Days,60,64,538.69,1077.38,1077.38,466.00,932.00,932.00,439.95,879.90,879.90,379.85,759.70,759.70,332.00,664.00,664.00,,,,,,
Virgin Money,Medical Only,307,Days,337,Days,60,64,585.04,1170.08,1170.08,506.00,1012.00,1012.00,476.70,953.40,953.40,413.02,826.04,826.04,361.00,722.00,722.00,,,,,,
Virgin Money,Medical Only,338,Days,365,Days,60,64,615.94,1231.88,1231.88,532.00,1064.00,1064.00,501.90,1003.80,1003.80,435.49,870.98,870.98,380.00,760.00,760.00,,,,,,
Virgin Money,Medical Only,1,Days,3,Days,65,69,67.41,134.82,134.82,58.31,116.62,116.62,54.98,109.96,109.96,48.39,96.78,96.78,41.65,83.30,83.30,,,,,,
Virgin Money,Medical Only,4,Days,4,Days,65,69,67.41,134.82,134.82,58.31,116.62,116.62,54.98,109.96,109.96,48.39,96.78,96.78,41.65,83.30,83.30,,,,,,
Virgin Money,Medical Only,5,Days,5,Days,65,69,67.41,134.82,134.82,58.31,116.62,116.62,54.98,109.96,109.96,48.39,96.78,96.78,41.65,83.30,83.30,,,,,,
Virgin Money,Medical Only,6,Days,6,Days,65,69,67.41,134.82,134.82,58.31,116.62,116.62,54.98,109.96,109.96,48.39,96.78,96.78,41.65,83.30,83.30,,,,,,
Virgin Money,Medical Only,7,Days,7,Days,65,69,67.41,134.82,134.82,58.31,116.62,116.62,54.98,109.96,109.96,48.39,96.78,96.78,41.65,83.30,83.30,,,,,,
Virgin Money,Medical Only,8,Days,8,Days,65,69,68.64,137.28,137.28,60.69,121.38,121.38,56.23,112.46,112.46,48.39,96.78,96.78,42.84,85.68,85.68,,,,,,
Virgin Money,Medical Only,9,Days,9,Days,65,69,71.09,142.18,142.18,61.88,123.76,123.76,57.48,114.96,114.96,49.66,99.32,99.32,44.03,88.06,88.06,,,,,,
Virgin Money,Medical Only,10,Days,10,Days,65,69,72.32,144.64,144.64,61.88,123.76,123.76,58.73,117.46,117.46,50.93,101.86,101.86,44.03,88.06,88.06,,,,,,
Virgin Money,Medical Only,11,Days,11,Days,65,69,73.54,147.08,147.08,63.07,126.14,126.14,59.98,119.96,119.96,50.93,101.86,101.86,45.22,90.44,90.44,,,,,,
Virgin Money,Medical Only,12,Days,12,Days,65,69,74.77,149.54,149.54,64.26,128.52,128.52,59.98,119.96,119.96,52.21,104.42,104.42,46.41,92.82,92.82,,,,,,
Virgin Money,Medical Only,13,Days,13,Days,65,69,75.99,151.98,151.98,65.45,130.90,130.90,61.23,122.46,122.46,54.75,109.50,109.50,46.41,92.82,92.82,,,,,,
Virgin Money,Medical Only,14,Days,14,Days,65,69,77.22,154.44,154.44,66.64,133.28,133.28,63.72,127.44,127.44,54.75,109.50,109.50,47.60,95.20,95.20,,,,,,
Virgin Money,Medical Only,15,Days,15,Days,65,69,80.90,161.80,161.80,70.21,140.42,140.42,66.22,132.44,132.44,57.30,114.60,114.60,48.79,97.58,97.58,,,,,,
