CtM,provide_id,provider_name,provider_short_name,,,
provider,292,1Cover,1Cover,,,
products_headings,Product ID,ProductName,Is active?,Add?,Rename?,Include In Import?
product,61,1Cover AMT Australia,1,0,0,1
product,182,1Cover AMT Europe,1,0,0,1
product,62,1Cover AMT Worldwide,1,0,0,1
