POLICY,POLICY,DURATION (DAYS),,,,AGE GROUP,,PRICING (2 DECIMAL PLACES MAXIMUM),,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,
INSURER ME,INSURER NAME,MINIMUM VALUE,UNIT,MAXIMUM VALUE,UNIT,AGE MINIMUM,AGE MAXIMUM,,REGION 1,,,REGION 2,,,REGION 3,,,REGION 4,,,REGION 5,,,REGION 6,
,,,,,,,,SINGLE,DUO,FAMILY,SINGLE,DUO,FAMILY,SINGLE,DUO,FAMILY,SINGLE,DUO,FAMILY,SINGLE,DUO,FAMILY,SINGLE,DUO,FAMILY
Woolworths Travel Insurance,Woolworths_Travel_Insurance_Saver,9,days,9,days,70,74,78.11,156.21,156.21,75.17,150.34,150.34,65.08,130.17,130.17,54.06,108.13,108.13,45.06,90.12,90.12,53.04,106.07,106.07
Woolworths Travel Insurance,Woolworths_Travel_Insurance_Saver,10,days,10,days,70,74,82.1,164.21,164.21,78.11,156.21,156.21,68.09,136.18,136.18,55.07,110.14,110.14,46.06,92.11,92.11,54.21,108.41,108.41
Woolworths Travel Insurance,Woolworths_Travel_Insurance_Saver,11,days,11,days,70,74,86.11,172.23,172.23,81.03,162.06,162.06,71.09,142.19,142.19,57.08,114.15,114.15,47.06,94.12,94.12,55.39,110.78,110.78
Woolworths Travel Insurance,Woolworths_Travel_Insurance_Saver,12,days,12,days,70,74,91.12,182.23,182.23,85.91,171.82,171.82,74.1,148.19,148.19,58.07,116.14,116.14,49.06,98.12,98.12,57.74,115.48,115.48
Woolworths Travel Insurance,Woolworths_Travel_Insurance_Saver,13,days,13,days,70,74,96.12,192.24,192.24,88.84,177.67,177.67,75.09,150.18,150.18,60.07,120.14,120.14,50.05,100.11,100.11,58.91,117.82,117.82
Woolworths Travel Insurance,Woolworths_Travel_Insurance_Saver,14,days,14,days,70,74,100.13,200.26,200.26,92.74,185.49,185.49,78.11,156.21,156.21,62.08,124.16,124.16,51.07,102.14,102.14,60.11,120.21,120.21
Woolworths Travel Insurance,Woolworths_Travel_Insurance_Saver,15,days,15,days,70,74,103.13,206.27,206.27,94.69,189.39,189.39,82.1,164.21,164.21,63.09,126.17,126.17,53.07,106.14,106.14,62.46,124.92,124.92
Woolworths Travel Insurance,Woolworths_Travel_Insurance_Saver,16,days,16,days,70,74,105.13,210.26,210.26,97.63,195.25,195.25,83.11,166.22,166.22,65.08,130.17,130.17,62.08,124.16,124.16,73.07,146.13,146.13
Woolworths Travel Insurance,Woolworths_Travel_Insurance_Saver,17,days,17,days,70,74,109.14,218.28,218.28,100.56,201.12,201.12,86.11,172.23,172.23,66.08,132.16,132.16,63.09,126.17,126.17,74.25,148.5,148.5
Woolworths Travel Insurance,Woolworths_Travel_Insurance_Saver,18,days,18,days,70,74,128.16,256.32,256.32,103.48,206.97,206.97,88.11,176.23,176.23,69.09,138.19,138.19,65.08,130.17,130.17,76.6,153.2,153.2
Woolworths Travel Insurance,Woolworths_Travel_Insurance_Saver,19,days,19,days,70,74,131.17,262.35,262.35,105.44,210.89,210.89,91.12,182.23,182.23,71.09,142.19,142.19,66.08,132.16,132.16,77.77,155.55,155.55
Woolworths Travel Insurance,Woolworths_Travel_Insurance_Saver,20,days,20,days,70,74,134.17,268.34,268.34,108.37,216.73,216.73,92.12,184.24,184.24,72.1,144.2,144.2,68.09,136.18,136.18,80.14,160.28,160.28
Woolworths Travel Insurance,Woolworths_Travel_Insurance_Saver,21,days,21,days,70,74,138.18,276.35,276.35,111.29,222.58,222.58,95.13,190.25,190.25,74.1,148.19,148.19,69.09,138.19,138.19,81.32,162.64,162.64
Woolworths Travel Insurance,Woolworths_Travel_Insurance_Saver,22,days,22,days,70,74,142.19,284.37,284.37,114.22,228.45,228.45,97.12,194.25,194.25,75.09,150.18,150.18,71.09,142.19,142.19,83.67,167.35,167.35
Woolworths Travel Insurance,Woolworths_Travel_Insurance_Saver,23,days,23,days,70,74,145.19,290.38,290.38,117.15,234.3,234.3,100.13,200.26,200.26,77.1,154.2,154.2,72.1,144.2,144.2,84.86,169.71,169.71
Woolworths Travel Insurance,Woolworths_Travel_Insurance_Saver,24,days,24,days,70,74,149.19,298.38,298.38,120.08,240.16,240.16,102.13,204.26,204.26,78.11,156.21,156.21,74.1,148.19,148.19,87.21,174.42,174.42
Woolworths Travel Insurance,Woolworths_Travel_Insurance_Saver,25,days,25,days,70,74,152.2,304.41,304.41,123.01,246.01,246.01,105.13,210.26,210.26,80.11,160.21,160.21,75.09,150.18,150.18,88.38,176.76,176.76
Woolworths Travel Insurance,Woolworths_Travel_Insurance_Saver,26,days,26,days,70,74,155.2,310.39,310.39,125.94,251.88,251.88,106.14,212.27,212.27,82.1,164.21,164.21,78.11,156.21,156.21,91.93,183.86,183.86
Woolworths Travel Insurance,Woolworths_Travel_Insurance_Saver,27,days,27,days,70,74,158.2,316.4,316.4,128.86,257.73,257.73,109.14,218.28,218.28,83.11,166.22,166.22,80.11,160.21,160.21,94.28,188.56,188.56
Woolworths Travel Insurance,Woolworths_Travel_Insurance_Saver,28,days,28,days,70,74,163.2,326.41,326.41,131.79,263.57,263.57,111.14,222.28,222.28,85.11,170.22,170.22,82.1,164.21,164.21,96.63,193.27,193.27
Woolworths Travel Insurance,Woolworths_Travel_Insurance_Saver,29,days,29,days,70,74,168.22,336.44,336.44,134.72,269.44,269.44,114.14,228.29,228.29,86.11,172.23,172.23,83.11,166.22,166.22,97.82,195.63,195.63
Woolworths Travel Insurance,Woolworths_Travel_Insurance_Saver,30,days,30,days,70,74,172.22,344.43,344.43,139.6,279.21,279.21,117.15,234.3,234.3,89.12,178.23,178.23,86.11,172.23,172.23,101.35,202.7,202.7
Woolworths Travel Insurance,Woolworths_Travel_Insurance_Saver,31,days,31,days,70,74,177.22,354.44,354.44,142.54,285.07,285.07,120.15,240.31,240.31,91.12,182.23,182.23,88.11,176.23,176.23,103.71,207.41,207.41
Woolworths Travel Insurance,Woolworths_Travel_Insurance_Saver,32,days,32,days,70,74,182.23,364.47,364.47,147.42,294.84,294.84,123.16,246.31,246.31,94.12,188.24,188.24,89.12,178.23,178.23,104.89,209.78,209.78
Woolworths Travel Insurance,Woolworths_Travel_Insurance_Saver,33,days,33,days,70,74,186.23,372.46,372.46,150.34,300.69,300.69,126.16,252.32,252.32,95.13,190.25,190.25,92.12,184.24,184.24,108.42,216.85,216.85
Woolworths Travel Insurance,Woolworths_Travel_Insurance_Saver,34,days,34,days,70,74,191.25,382.49,382.49,153.28,306.56,306.56,129.16,258.33,258.33,98.13,196.26,196.26,94.12,188.24,188.24,110.78,221.55,221.55
Woolworths Travel Insurance,Woolworths_Travel_Insurance_Saver,35,days,35,days,70,74,195.25,390.51,390.51,158.15,316.3,316.3,132.17,264.34,264.34,100.13,200.26,200.26,95.13,190.25,190.25,111.96,223.92,223.92
Woolworths Travel Insurance,Woolworths_Travel_Insurance_Saver,36,days,42,days,70,74,232.3,464.6,464.6,197.21,394.43,394.43,166.21,332.42,332.42,131.17,262.35,262.35,126.16,252.32,252.32,148.49,296.97,296.97
Woolworths Travel Insurance,Woolworths_Travel_Insurance_Saver,43,days,49,days,70,74,255.33,510.65,510.65,214.78,429.55,429.55,188.24,376.48,376.48,143.19,286.38,286.38,140.18,280.35,280.35,164.98,329.96,329.96
Woolworths Travel Insurance,Woolworths_Travel_Insurance_Saver,50,days,56,days,70,74,292.38,584.76,584.76,237.23,474.46,474.46,202.26,404.51,404.51,158.2,316.4,316.4,152.2,304.41,304.41,179.14,358.27,358.27
Woolworths Travel Insurance,Woolworths_Travel_Insurance_Saver,57,days,63,days,70,74,308.39,616.79,616.79,250.9,501.81,501.81,220.28,440.56,440.56,175.22,350.44,350.44,169.21,338.42,338.42,199.16,398.31,398.31
Woolworths Travel Insurance,Woolworths_Travel_Insurance_Saver,64,days,70,days,70,74,337.44,674.88,674.88,273.36,546.72,546.72,240.31,480.61,480.61,186.23,372.46,372.46,177.22,354.44,354.44,208.58,417.16,417.16
Woolworths Travel Insurance,Woolworths_Travel_Insurance_Saver,71,days,77,days,70,74,371.47,742.94,742.94,282.14,564.28,564.28,265.34,530.69,530.69,205.27,410.54,410.54,197.25,394.51,394.51,232.16,464.32,464.32
Woolworths Travel Insurance,Woolworths_Travel_Insurance_Saver,78,days,84,days,70,74,377.48,754.96,754.96,288,576,576,271.35,542.7,542.7,220.28,440.56,440.56,211.28,422.56,422.56,248.67,497.34,497.34
Woolworths Travel Insurance,Woolworths_Travel_Insurance_Saver,85,days,91,days,70,74,380.49,760.98,760.98,290.92,581.84,581.84,274.35,548.71,548.71,228.29,456.58,456.58,217.29,434.58,434.58,255.74,511.48,511.48
Woolworths Travel Insurance,Woolworths_Travel_Insurance_Saver,92,days,120,days,70,74,458.6,917.2,917.2,351.46,702.91,702.91,331.43,662.86,662.86,258.34,516.68,516.68,248.32,496.65,496.65,292.27,584.53,584.53
Woolworths Travel Insurance,Woolworths_Travel_Insurance_Saver,121,days,150,days,70,74,534.69,1069.39,1069.39,408.07,816.14,816.14,380.49,760.98,760.98,300.39,600.77,600.77,288.37,576.74,576.74,339.4,678.8,678.8
Woolworths Travel Insurance,Woolworths_Travel_Insurance_Saver,151,days,180,days,70,74,,,,,,,,,,,,,,,,,,
Woolworths Travel Insurance,Woolworths_Travel_Insurance_Saver,181,days,210,days,70,74,,,,,,,,,,,,,,,,,,
Woolworths Travel Insurance,Woolworths_Travel_Insurance_Saver,211,days,240,days,70,74,,,,,,,,,,,,,,,,,,
Woolworths Travel Insurance,Woolworths_Travel_Insurance_Saver,241,days,270,days,70,74,,,,,,,,,,,,,,,,,,
Woolworths Travel Insurance,Woolworths_Travel_Insurance_Saver,271,days,300,days,70,74,,,,,,,,,,,,,,,,,,
Woolworths Travel Insurance,Woolworths_Travel_Insurance_Saver,301,days,330,days,70,74,,,,,,,,,,,,,,,,,,
Woolworths Travel Insurance,Woolworths_Travel_Insurance_Saver,331,days,366,days,70,74,,,,,,,,,,,,,,,,,,
Woolworths Travel Insurance,Woolworths_Travel_Insurance_Saver,1,days,3,days,75,79,69.02,138.05,138.05,61.54,123.08,123.08,55.23,110.46,110.46,51.28,102.56,102.56,51.28,102.56,102.56,60.35,120.71,120.71
Woolworths Travel Insurance,Woolworths_Travel_Insurance_Saver,4,days,4,days,75,79,94.66,189.33,189.33,80.77,161.54,161.54,72.97,145.94,145.94,69.02,138.05,138.05,69.02,138.05,138.05,81.24,162.48,162.48
Woolworths Travel Insurance,Woolworths_Travel_Insurance_Saver,5,days,5,days,75,79,118.33,236.67,236.67,99.99,199.98,199.98,90.72,181.45,181.45,88.75,177.49,177.49,74.95,149.9,149.9,88.21,176.43,176.43
Woolworths Travel Insurance,Woolworths_Travel_Insurance_Saver,6,days,6,days,75,79,136.08,272.15,272.15,119.23,238.46,238.46,102.56,205.12,205.12,94.66,189.33,189.33,76.92,153.84,153.84,90.53,181.06,181.06
Woolworths Travel Insurance,Woolworths_Travel_Insurance_Saver,7,days,7,days,75,79,153.83,307.66,307.66,132.68,265.36,265.36,118.33,236.67,236.67,100.58,201.16,201.16,82.83,165.66,165.66,97.49,194.97,194.97
Woolworths Travel Insurance,Woolworths_Travel_Insurance_Saver,8,days,8,days,75,79,163.7,327.39,327.39,138.45,276.9,276.9,122.28,244.57,244.57,102.56,205.12,205.12,84.8,169.59,169.59,99.8,199.61,199.61
Woolworths Travel Insurance,Woolworths_Travel_Insurance_Saver,9,days,9,days,75,79,153.83,307.66,307.66,148.06,296.13,296.13,128.2,256.4,256.4,106.51,213.02,213.02,88.75,177.49,177.49,104.45,208.9,208.9
Woolworths Travel Insurance,Woolworths_Travel_Insurance_Saver,10,days,10,days,75,79,161.72,323.43,323.43,153.83,307.66,307.66,134.11,268.22,268.22,108.48,216.96,216.96,90.72,181.45,181.45,106.78,213.56,213.56
Woolworths Travel Insurance,Woolworths_Travel_Insurance_Saver,11,days,11,days,75,79,169.61,339.23,339.23,159.61,319.21,319.21,140.03,280.05,280.05,112.43,224.85,224.85,92.69,185.39,185.39,109.1,218.19,218.19
Woolworths Travel Insurance,Woolworths_Travel_Insurance_Saver,12,days,12,days,75,79,179.48,358.96,358.96,169.21,338.42,338.42,145.94,291.89,291.89,114.39,228.77,228.77,96.64,193.29,193.29,113.74,227.49,227.49
Woolworths Travel Insurance,Woolworths_Travel_Insurance_Saver,13,days,13,days,75,79,189.34,378.67,378.67,174.99,349.98,349.98,147.92,295.85,295.85,118.33,236.67,236.67,98.61,197.22,197.22,116.06,232.12,232.12
Woolworths Travel Insurance,Woolworths_Travel_Insurance_Saver,14,days,14,days,75,79,197.22,394.45,394.45,182.68,365.35,365.35,153.83,307.66,307.66,122.28,244.57,244.57,100.58,201.16,201.16,118.38,236.76,236.76
Woolworths Travel Insurance,Woolworths_Travel_Insurance_Saver,15,days,15,days,75,79,203.13,406.26,406.26,186.52,373.05,373.05,161.72,323.43,323.43,124.25,248.5,248.5,104.53,209.06,209.06,123.03,246.05,246.05
Woolworths Travel Insurance,Woolworths_Travel_Insurance_Saver,16,days,16,days,75,79,207.08,414.16,414.16,192.29,384.58,384.58,163.7,327.39,327.39,128.2,256.4,256.4,122.28,244.57,244.57,143.92,287.84,287.84
Woolworths Travel Insurance,Woolworths_Travel_Insurance_Saver,17,days,17,days,75,79,214.98,429.95,429.95,198.07,396.14,396.14,169.61,339.23,339.23,130.17,260.34,260.34,124.25,248.5,248.5,146.24,292.48,292.48
Woolworths Travel Insurance,Woolworths_Travel_Insurance_Saver,18,days,18,days,75,79,252.45,504.9,504.9,203.82,407.65,407.65,173.56,347.13,347.13,136.08,272.15,272.15,128.2,256.4,256.4,150.89,301.77,301.77
Woolworths Travel Insurance,Woolworths_Travel_Insurance_Saver,19,days,19,days,75,79,258.36,516.72,516.72,207.67,415.34,415.34,179.48,358.96,358.96,140.03,280.05,280.05,130.17,260.34,260.34,153.2,306.41,306.41
Woolworths Travel Insurance,Woolworths_Travel_Insurance_Saver,20,days,20,days,75,79,264.28,528.56,528.56,213.45,426.9,426.9,181.45,362.9,362.9,142,284.01,284.01,134.11,268.22,268.22,157.84,315.68,315.68
Woolworths Travel Insurance,Woolworths_Travel_Insurance_Saver,21,days,21,days,75,79,272.16,544.33,544.33,219.22,438.43,438.43,187.36,374.71,374.71,145.94,291.89,291.89,136.08,272.15,272.15,160.16,320.32,320.32
Woolworths Travel Insurance,Woolworths_Travel_Insurance_Saver,22,days,22,days,75,79,280.05,560.1,560.1,224.97,449.95,449.95,191.31,382.61,382.61,147.92,295.85,295.85,140.03,280.05,280.05,164.81,329.61,329.61
Woolworths Travel Insurance,Woolworths_Travel_Insurance_Saver,23,days,23,days,75,79,285.97,571.94,571.94,230.75,461.5,461.5,197.22,394.45,394.45,151.86,303.72,303.72,142,284.01,284.01,167.13,334.27,334.27
Woolworths Travel Insurance,Woolworths_Travel_Insurance_Saver,24,days,24,days,75,79,293.87,587.73,587.73,236.52,473.04,473.04,201.17,402.34,402.34,153.83,307.66,307.66,145.94,291.89,291.89,171.77,343.54,343.54
Woolworths Travel Insurance,Woolworths_Travel_Insurance_Saver,25,days,25,days,75,79,299.78,599.57,599.57,242.29,484.59,484.59,207.08,414.16,414.16,157.78,315.56,315.56,147.92,295.85,295.85,174.1,348.2,348.2
Woolworths Travel Insurance,Woolworths_Travel_Insurance_Saver,26,days,26,days,75,79,305.7,611.4,611.4,248.05,496.1,496.1,209.06,418.12,418.12,161.72,323.43,323.43,153.83,307.66,307.66,181.05,362.11,362.11
Woolworths Travel Insurance,Woolworths_Travel_Insurance_Saver,27,days,27,days,75,79,311.61,623.22,623.22,253.83,507.66,507.66,214.98,429.95,429.95,163.7,327.39,327.39,157.78,315.56,315.56,185.7,371.4,371.4
Woolworths Travel Insurance,Woolworths_Travel_Insurance_Saver,28,days,28,days,75,79,321.48,642.95,642.95,259.6,519.19,519.19,218.92,437.83,437.83,167.65,335.29,335.29,161.72,323.43,323.43,190.34,380.67,380.67
Woolworths Travel Insurance,Woolworths_Travel_Insurance_Saver,29,days,29,days,75,79,331.33,662.66,662.66,265.36,530.73,530.73,224.83,449.67,449.67,169.61,339.23,339.23,163.7,327.39,327.39,192.66,385.33,385.33
Woolworths Travel Insurance,Woolworths_Travel_Insurance_Saver,30,days,30,days,75,79,339.23,678.46,678.46,274.99,549.98,549.98,230.75,461.5,461.5,175.53,351.06,351.06,169.61,339.23,339.23,199.63,399.26,399.26
Woolworths Travel Insurance,Woolworths_Travel_Insurance_Saver,31,days,31,days,75,79,349.08,698.17,698.17,280.74,561.49,561.49,236.67,473.34,473.34,179.48,358.96,358.96,173.56,347.13,347.13,204.28,408.55,408.55
Woolworths Travel Insurance,Woolworths_Travel_Insurance_Saver,32,days,32,days,75,79,358.94,717.88,717.88,290.36,580.72,580.72,242.59,485.17,485.17,185.39,370.78,370.78,175.53,351.06,351.06,206.59,413.19,413.19
Woolworths Travel Insurance,Woolworths_Travel_Insurance_Saver,33,days,33,days,75,79,366.84,733.68,733.68,296.14,592.27,592.27,248.5,497.01,497.01,187.36,374.71,374.71,181.45,362.9,362.9,213.56,427.12,427.12
Woolworths Travel Insurance,Woolworths_Travel_Insurance_Saver,34,days,34,days,75,79,376.69,753.39,753.39,301.89,603.79,603.79,254.41,508.82,508.82,193.28,386.55,386.55,185.39,370.78,370.78,218.19,436.39,436.39
Woolworths Travel Insurance,Woolworths_Travel_Insurance_Saver,35,days,35,days,75,79,384.59,769.18,769.18,311.51,623.02,623.02,260.33,520.66,520.66,197.22,394.45,394.45,187.36,374.71,374.71,220.51,441.03,441.03
Woolworths Travel Insurance,Woolworths_Travel_Insurance_Saver,36,days,42,days,75,79,457.56,915.13,915.13,388.43,776.86,776.86,327.39,654.79,654.79,258.36,516.72,516.72,248.5,497.01,497.01,292.48,584.96,584.96
Woolworths Travel Insurance,Woolworths_Travel_Insurance_Saver,43,days,49,days,75,79,502.93,1005.85,1005.85,423.04,846.08,846.08,370.79,741.57,741.57,282.03,564.06,564.06,276.11,552.23,552.23,324.97,649.95,649.95
Woolworths Travel Insurance,Woolworths_Travel_Insurance_Saver,50,days,56,days,75,79,575.9,1151.79,1151.79,467.27,934.54,934.54,398.39,796.77,796.77,311.61,623.22,623.22,299.78,599.57,599.57,352.83,705.67,705.67
Woolworths Travel Insurance,Woolworths_Travel_Insurance_Saver,57,days,63,days,75,79,607.44,1214.89,1214.89,494.19,988.39,988.39,433.89,867.78,867.78,345.14,690.27,690.27,333.31,666.62,666.62,392.29,784.59,784.59
Woolworths Travel Insurance,Woolworths_Travel_Insurance_Saver,64,days,70,days,75,79,664.64,1329.28,1329.28,538.41,1076.82,1076.82,473.34,946.67,946.67,366.84,733.68,733.68,349.08,698.17,698.17,410.86,821.72,821.72
Woolworths Travel Insurance,Woolworths_Travel_Insurance_Saver,71,days,77,days,75,79,731.7,1463.39,1463.39,555.72,1111.44,1111.44,522.64,1045.27,1045.27,404.3,808.61,808.61,388.53,777.06,777.06,457.28,914.57,914.57
Woolworths Travel Insurance,Woolworths_Travel_Insurance_Saver,78,days,84,days,75,79,743.53,1487.06,1487.06,567.27,1134.53,1134.53,534.47,1068.95,1068.95,433.89,867.78,867.78,416.14,832.28,832.28,489.78,979.56,979.56
Woolworths Travel Insurance,Woolworths_Travel_Insurance_Saver,85,days,91,days,75,79,749.44,1498.88,1498.88,573.04,1146.09,1146.09,540.39,1080.78,1080.78,449.67,899.33,899.33,427.97,855.95,855.95,503.71,1007.42,1007.42
Woolworths Travel Insurance,Woolworths_Travel_Insurance_Saver,92,days,120,days,75,79,903.28,1806.56,1806.56,692.25,1384.5,1384.5,652.82,1305.63,1305.63,508.84,1017.69,1017.69,489.11,978.22,978.22,575.66,1151.33,1151.33
Woolworths Travel Insurance,Woolworths_Travel_Insurance_Saver,121,days,150,days,75,79,1053.17,2106.34,2106.34,803.77,1607.55,1607.55,749.44,1498.88,1498.88,591.67,1183.34,1183.34,568.01,1136.02,1136.02,668.53,1337.05,1337.05
Woolworths Travel Insurance,Woolworths_Travel_Insurance_Saver,151,days,180,days,75,79,,,,,,,,,,,,,,,,,,
Woolworths Travel Insurance,Woolworths_Travel_Insurance_Saver,181,days,210,days,75,79,,,,,,,,,,,,,,,,,,
Woolworths Travel Insurance,Woolworths_Travel_Insurance_Saver,211,days,240,days,75,79,,,,,,,,,,,,,,,,,,
Woolworths Travel Insurance,Woolworths_Travel_Insurance_Saver,241,days,270,days,75,79,,,,,,,,,,,,,,,,,,
Woolworths Travel Insurance,Woolworths_Travel_Insurance_Saver,271,days,300,days,75,79,,,,,,,,,,,,,,,,,,
Woolworths Travel Insurance,Woolworths_Travel_Insurance_Saver,301,days,330,days,75,79,,,,,,,,,,,,,,,,,,
Woolworths Travel Insurance,Woolworths_Travel_Insurance_Saver,331,days,366,days,75,79,,,,,,,,,,,,,,,,,,
Woolworths Travel Insurance,Woolworths_Travel_Insurance_Basic,1,days,3,days,18,59,22.96,45.92,45.92,20.47,40.93,40.93,18.38,36.75,36.75,17.06,34.12,34.12,17.06,34.12,34.12,20.08,40.16,40.16
Woolworths Travel Insurance,Woolworths_Travel_Insurance_Basic,4,days,4,days,18,59,31.49,62.97,62.97,26.87,53.73,53.73,24.27,48.55,48.55,22.96,45.92,45.92,22.96,45.92,45.92,27.02,54.04,54.04
Woolworths Travel Insurance,Woolworths_Travel_Insurance_Basic,5,days,5,days,18,59,39.36,78.73,78.73,33.26,66.51,66.51,30.17,60.34,60.34,29.52,59.04,59.04,24.94,49.87,49.87,29.35,58.7,58.7
Woolworths Travel Insurance,Woolworths_Travel_Insurance_Basic,6,days,6,days,18,59,45.27,90.54,90.54,39.66,79.31,79.31,34.11,68.22,68.22,31.49,62.97,62.97,25.59,51.18,51.18,30.12,60.24,60.24
Woolworths Travel Insurance,Woolworths_Travel_Insurance_Basic,7,days,7,days,18,59,51.17,102.34,102.34,44.15,88.29,88.29,39.36,78.73,78.73,33.46,66.91,66.91,27.55,55.1,55.1,32.42,64.85,64.85
Woolworths Travel Insurance,Woolworths_Travel_Insurance_Basic,8,days,8,days,18,59,54.44,108.89,108.89,46.06,92.11,92.11,40.67,81.34,81.34,34.11,68.22,68.22,28.21,56.42,56.42,33.2,66.41,66.41
Woolworths Travel Insurance,Woolworths_Travel_Insurance_Basic,9,days,9,days,18,59,51.17,102.34,102.34,49.25,98.5,98.5,42.65,85.3,85.3,35.43,70.85,70.85,29.52,59.04,59.04,34.74,69.48,69.48
Woolworths Travel Insurance,Woolworths_Travel_Insurance_Basic,10,days,10,days,18,59,53.79,107.58,107.58,51.17,102.34,102.34,44.61,89.22,89.22,36.09,72.18,72.18,30.17,60.34,60.34,35.51,71.02,71.02
Woolworths Travel Insurance,Woolworths_Travel_Insurance_Basic,11,days,11,days,18,59,56.42,112.85,112.85,53.09,106.18,106.18,46.59,93.18,93.18,37.4,74.79,74.79,30.83,61.67,61.67,36.29,72.58,72.58
Woolworths Travel Insurance,Woolworths_Travel_Insurance_Basic,12,days,12,days,18,59,59.7,119.4,119.4,56.28,112.57,112.57,48.55,97.09,97.09,38.05,76.1,76.1,32.15,64.3,64.3,37.84,75.68,75.68
Woolworths Travel Insurance,Woolworths_Travel_Insurance_Basic,13,days,13,days,18,59,62.98,125.97,125.97,58.21,116.43,116.43,49.21,98.42,98.42,39.36,78.73,78.73,32.81,65.63,65.63,38.62,77.24,77.24
Woolworths Travel Insurance,Woolworths_Travel_Insurance_Basic,14,days,14,days,18,59,65.61,131.21,131.21,60.76,121.53,121.53,51.17,102.34,102.34,40.67,81.34,81.34,33.46,66.91,66.91,39.38,78.75,78.75
Woolworths Travel Insurance,Woolworths_Travel_Insurance_Basic,15,days,15,days,18,59,67.58,135.15,135.15,62.04,124.08,124.08,53.79,107.58,107.58,41.33,82.67,82.67,34.77,69.55,69.55,40.93,81.85,81.85
Woolworths Travel Insurance,Woolworths_Travel_Insurance_Basic,16,days,16,days,18,59,68.88,137.77,137.77,63.96,127.92,127.92,54.44,108.89,108.89,42.65,85.3,85.3,40.67,81.34,81.34,47.87,95.74,95.74
Woolworths Travel Insurance,Woolworths_Travel_Insurance_Basic,17,days,17,days,18,59,71.5,143.01,143.01,65.89,131.78,131.78,56.42,112.85,112.85,43.3,86.61,86.61,41.33,82.67,82.67,48.65,97.3,97.3
Woolworths Travel Insurance,Woolworths_Travel_Insurance_Basic,18,days,18,days,18,59,83.97,167.95,167.95,67.81,135.62,135.62,57.73,115.46,115.46,45.27,90.54,90.54,42.65,85.3,85.3,50.2,100.39,100.39
Woolworths Travel Insurance,Woolworths_Travel_Insurance_Basic,19,days,19,days,18,59,85.94,171.88,171.88,69.08,138.17,138.17,59.7,119.4,119.4,46.59,93.18,93.18,43.3,86.61,86.61,50.97,101.93,101.93
Woolworths Travel Insurance,Woolworths_Travel_Insurance_Basic,20,days,20,days,18,59,87.91,175.82,175.82,70.99,141.98,141.98,60.36,120.73,120.73,47.23,94.46,94.46,44.61,89.22,89.22,52.5,105.01,105.01
Woolworths Travel Insurance,Woolworths_Travel_Insurance_Basic,21,days,21,days,18,59,90.53,181.07,181.07,72.92,145.84,145.84,62.32,124.64,124.64,48.55,97.09,97.09,45.27,90.54,90.54,53.28,106.57,106.57
Woolworths Travel Insurance,Woolworths_Travel_Insurance_Basic,22,days,22,days,18,59,93.16,186.31,186.31,74.84,149.68,149.68,63.64,127.28,127.28,49.21,98.42,98.42,46.59,93.18,93.18,54.83,109.67,109.67
Woolworths Travel Insurance,Woolworths_Travel_Insurance_Basic,23,days,23,days,18,59,95.13,190.25,190.25,76.76,153.52,153.52,65.61,131.21,131.21,50.51,101.01,101.01,47.23,94.46,94.46,55.59,111.18,111.18
Woolworths Travel Insurance,Woolworths_Travel_Insurance_Basic,24,days,24,days,18,59,97.76,195.52,195.52,78.67,157.34,157.34,66.92,133.85,133.85,51.17,102.34,102.34,48.55,97.09,97.09,57.14,114.28,114.28
Woolworths Travel Insurance,Woolworths_Travel_Insurance_Basic,25,days,25,days,18,59,99.72,199.43,199.43,80.6,161.19,161.19,68.88,137.77,137.77,52.49,104.97,104.97,49.21,98.42,98.42,57.92,115.84,115.84
Woolworths Travel Insurance,Woolworths_Travel_Insurance_Basic,26,days,26,days,18,59,101.7,203.39,203.39,82.52,165.03,165.03,69.55,139.09,139.09,53.79,107.58,107.58,51.17,102.34,102.34,60.22,120.45,120.45
Woolworths Travel Insurance,Woolworths_Travel_Insurance_Basic,27,days,27,days,18,59,103.66,207.31,207.31,84.44,168.87,168.87,71.5,143.01,143.01,54.44,108.89,108.89,52.49,104.97,104.97,61.77,123.55,123.55
Woolworths Travel Insurance,Woolworths_Travel_Insurance_Basic,28,days,28,days,18,59,106.93,213.86,213.86,86.34,172.69,172.69,72.82,145.64,145.64,55.76,111.52,111.52,53.79,107.58,107.58,63.31,126.62,126.62
Woolworths Travel Insurance,Woolworths_Travel_Insurance_Basic,29,days,29,days,18,59,110.22,220.43,220.43,88.27,176.55,176.55,74.79,149.58,149.58,56.42,112.85,112.85,54.44,108.89,108.89,64.08,128.16,128.16
Woolworths Travel Insurance,Woolworths_Travel_Insurance_Basic,30,days,30,days,18,59,112.84,225.68,225.68,91.47,182.94,182.94,76.76,153.52,153.52,58.38,116.77,116.77,56.42,112.85,112.85,66.41,132.82,132.82
